id,insta_follower,tiktok,youtube,categories,price_category,avg_rating
422,HIGH,HIGH,HIGH,"Comedy,Romance,Supernatural",HIGH,4.69063772
247,HIGH,HIGH,HIGH,"Adventure,Fantasy,Supernatural",HIGH,4.69063772
28,HIGH,HIGH,HIGH,"Adventure,Fantasy,Supernatural",HIGH,4.679782904
367,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Sci-Fi",HIGH,4.679782904
23,HIGH,HIGH,HIGH,"Comedy,Drama,School,Shounen",HIGH,4.674355495
745,HIGH,HIGH,HIGH,"Comedy,Drama,Shounen",HIGH,4.663500678
996,MEDIUM,HIGH,HIGH,"Adventure,Fantasy,Supernatural",HIGH,4.663500678
158,HIGH,HIGH,HIGH,"Drama,Fantasy,Supernatural",HIGH,4.663500678
27,HIGH,HIGH,HIGH,"Adventure,Drama,Fantasy,Romance",HIGH,4.65807327
865,HIGH,HIGH,HIGH,"Action,Fantasy,Supernatural",HIGH,4.652645862
5586,MEDIUM,HIGH,HIGH,"Action,Supernatural",HIGH,4.652645862
384,HIGH,HIGH,HIGH,Drama,HIGH,4.647218453
165,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,Shounen",HIGH,4.641791045
6,HIGH,HIGH,HIGH,Supernatural,HIGH,4.641791045
2923,MEDIUM,MEDIUM,MEDIUM,Comedy,MEDIUM,4.630936228
1441,HIGH,HIGH,HIGH,"Action,Comedy,School,Shounen",HIGH,4.62550882
229,HIGH,HIGH,HIGH,"Comedy,Drama,School,Shounen",HIGH,4.62550882
956,MEDIUM,HIGH,HIGH,"Comedy,Drama,Shounen",HIGH,4.62550882
724,HIGH,HIGH,HIGH,"Action,Drama,Romance,Supernatural",HIGH,4.62550882
145,HIGH,HIGH,HIGH,"Drama,Fantasy,Supernatural",HIGH,4.620081411
240,MEDIUM,HIGH,HIGH,"Adventure,Fantasy,Supernatural",HIGH,4.614654003
1320,HIGH,HIGH,HIGH,Supernatural,HIGH,4.609226594
792,HIGH,HIGH,HIGH,Romance,HIGH,4.609226594
2566,MEDIUM,HIGH,HIGH,"Fantasy,Sci-Fi,Shounen",HIGH,4.603799186
2910,MEDIUM,HIGH,HIGH,"Comedy,Fantasy,Supernatural",MEDIUM,4.603799186
754,HIGH,HIGH,HIGH,Drama,HIGH,4.603799186
1541,HIGH,HIGH,HIGH,"Drama,Fantasy",HIGH,4.603799186
726,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.603799186
84,HIGH,HIGH,HIGH,"Drama,Fantasy,Supernatural",HIGH,4.603799186
138,HIGH,HIGH,HIGH,"Drama,Supernatural",HIGH,4.592944369
267,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.592944369
1121,HIGH,HIGH,HIGH,Sci-Fi,HIGH,4.587516961
148,HIGH,HIGH,HIGH,"Drama,Romance,Supernatural",HIGH,4.587516961
287,HIGH,HIGH,HIGH,"School,Shounen",HIGH,4.587516961
3301,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi,Shounen",MEDIUM,4.582089552
1316,HIGH,HIGH,HIGH,"Action,Adventure,Drama,Shounen,Supernatural",HIGH,4.582089552
1577,MEDIUM,HIGH,HIGH,"Action,Comedy,Sci-Fi,Shounen",HIGH,4.576662144
441,HIGH,HIGH,HIGH,"Action,Supernatural",HIGH,4.576662144
257,HIGH,HIGH,HIGH,"Action,Drama,Sci-Fi",HIGH,4.576662144
1434,MEDIUM,HIGH,HIGH,Drama,HIGH,4.576662144
2987,MEDIUM,HIGH,HIGH,"Comedy,Sci-Fi",HIGH,4.576662144
292,HIGH,HIGH,HIGH,"Adventure,Supernatural",HIGH,4.571234735
389,HIGH,HIGH,HIGH,Drama,HIGH,4.571234735
209,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.571234735
1079,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance",MEDIUM,4.571234735
1206,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.565807327
742,HIGH,HIGH,HIGH,"Action,Romance,Supernatural",HIGH,4.565807327
939,MEDIUM,HIGH,MEDIUM,Action,MEDIUM,4.565807327
579,HIGH,HIGH,HIGH,"Comedy,Drama,School,Shounen",HIGH,4.560379919
2798,MEDIUM,MEDIUM,MEDIUM,School,MEDIUM,4.55495251
328,HIGH,HIGH,HIGH,"Action,Comedy,Supernatural",HIGH,4.55495251
39,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.55495251
678,HIGH,HIGH,HIGH,"Action,Comedy,Supernatural",HIGH,4.549525102
985,MEDIUM,HIGH,HIGH,"Adventure,Fantasy,Supernatural",MEDIUM,4.549525102
202,HIGH,HIGH,HIGH,"Action,Drama,Fantasy,Shounen",HIGH,4.549525102
139,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,Shounen",HIGH,4.544097693
1086,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance,School",HIGH,4.544097693
3110,MEDIUM,MEDIUM,MEDIUM,"Romance,School",MEDIUM,4.544097693
540,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.544097693
170,HIGH,HIGH,HIGH,"Drama,Sci-Fi,Supernatural",HIGH,4.544097693
1824,MEDIUM,HIGH,HIGH,"Action,Drama,Sci-Fi",HIGH,4.544097693
180,HIGH,HIGH,HIGH,Drama,HIGH,4.538670285
376,HIGH,HIGH,HIGH,"Action,Fantasy,Supernatural",HIGH,4.533242877
911,HIGH,HIGH,HIGH,"Action,Adventure,Shounen,Supernatural",HIGH,4.533242877
135,HIGH,HIGH,HIGH,Drama,HIGH,4.533242877
403,HIGH,HIGH,HIGH,"Comedy,School",HIGH,4.538670285
173,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.527815468
1385,HIGH,HIGH,HIGH,Comedy,HIGH,4.527815468
1160,MEDIUM,HIGH,HIGH,"Comedy,School,Shounen",MEDIUM,4.527815468
214,HIGH,HIGH,HIGH,"Action,Adventure,Fantasy,Shounen",HIGH,4.527815468
411,HIGH,HIGH,HIGH,Drama,HIGH,4.527815468
1124,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama",MEDIUM,4.527815468
533,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Shounen",HIGH,4.527815468
329,HIGH,HIGH,HIGH,"School,Shounen",HIGH,4.527815468
99,HIGH,HIGH,HIGH,"Action,Adventure,Romance",HIGH,4.52238806
1591,HIGH,HIGH,HIGH,Drama,HIGH,4.52238806
1094,MEDIUM,HIGH,MEDIUM,"Comedy,Drama",MEDIUM,4.52238806
1469,HIGH,HIGH,HIGH,"Fantasy,Supernatural",HIGH,4.52238806
1865,HIGH,HIGH,HIGH,"Comedy,Drama",HIGH,4.52238806
1063,MEDIUM,MEDIUM,MEDIUM,Drama,MEDIUM,4.516960651
575,HIGH,HIGH,HIGH,"Action,Adventure,Shounen",HIGH,4.516960651
307,HIGH,HIGH,HIGH,"Action,Adventure,Shounen,Supernatural",HIGH,4.516960651
166,HIGH,HIGH,HIGH,"Drama,Romance,School",HIGH,4.516960651
32,HIGH,HIGH,HIGH,"Adventure,Comedy,Supernatural",HIGH,4.516960651
388,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.511533243
34,HIGH,HIGH,HIGH,"Adventure,Fantasy",HIGH,4.511533243
224,HIGH,HIGH,HIGH,"Adventure,Comedy,Fantasy,Supernatural",HIGH,4.511533243
4313,MEDIUM,MEDIUM,MEDIUM,"Adventure,Drama",MEDIUM,4.511533243
1887,HIGH,HIGH,HIGH,"Action,Comedy,Fantasy,School,Shounen",HIGH,4.511533243
1757,HIGH,HIGH,HIGH,"Action,Adventure",HIGH,4.506105834
160,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.506105834
2294,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.506105834
370,HIGH,HIGH,HIGH,"Adventure,Fantasy,Romance",HIGH,4.506105834
1306,HIGH,HIGH,HIGH,"Action,Fantasy,Supernatural",HIGH,4.500678426
1117,HIGH,HIGH,HIGH,Sci-Fi,HIGH,4.506105834
1158,HIGH,HIGH,HIGH,"Action,Fantasy,Shounen,Supernatural",HIGH,4.500678426
3444,MEDIUM,HIGH,HIGH,"Drama,Fantasy",MEDIUM,4.500678426
1915,HIGH,HIGH,HIGH,Supernatural,HIGH,4.500678426
532,HIGH,HIGH,HIGH,"Drama,Sci-Fi",HIGH,4.500678426
76,HIGH,HIGH,HIGH,"Comedy,Romance,School",HIGH,4.500678426
560,HIGH,HIGH,HIGH,"Adventure,Drama,Romance,Sci-Fi",HIGH,4.495251018
689,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Romance,Shounen",MEDIUM,4.495251018
1986,HIGH,HIGH,HIGH,"Comedy,Supernatural",HIGH,4.489823609
14,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Romance",HIGH,4.489823609
681,HIGH,HIGH,HIGH,"Action,Adventure",HIGH,4.489823609
2174,MEDIUM,MEDIUM,MEDIUM,"Adventure,Shounen",MEDIUM,4.484396201
1148,HIGH,HIGH,HIGH,"Action,Fantasy,Shounen,Supernatural",HIGH,4.484396201
1033,MEDIUM,HIGH,HIGH,"Comedy,Drama,Shounen",MEDIUM,4.484396201
1256,HIGH,HIGH,HIGH,"Action,Adventure,Fantasy,Shounen,Supernatural",HIGH,4.484396201
74,HIGH,HIGH,HIGH,"Drama,Fantasy,Supernatural",HIGH,4.484396201
719,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH,4.484396201
537,HIGH,HIGH,HIGH,Supernatural,HIGH,4.478968792
1011,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen",MEDIUM,4.478968792
1013,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen",MEDIUM,4.478968792
1423,MEDIUM,HIGH,HIGH,"Comedy,Fantasy,Shounen,Supernatural",MEDIUM,4.478968792
1032,MEDIUM,HIGH,HIGH,"Comedy,Drama,Shounen",MEDIUM,4.478968792
1484,HIGH,HIGH,HIGH,"Comedy,Drama,Shounen",HIGH,4.473541384
1935,HIGH,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Romance,Supernatural",HIGH,4.473541384
530,HIGH,HIGH,HIGH,"Action,Drama,Sci-Fi",HIGH,4.473541384
1055,MEDIUM,MEDIUM,MEDIUM,"Drama,Shounen",MEDIUM,4.473541384
2055,MEDIUM,HIGH,HIGH,"Action,Drama,Sci-Fi",MEDIUM,4.473541384
963,MEDIUM,MEDIUM,MEDIUM,"Drama,Fantasy,Supernatural",MEDIUM,4.473541384
46,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.473541384
3073,MEDIUM,HIGH,HIGH,"Adventure,Drama,Romance",MEDIUM,4.473541384
413,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,School",HIGH,4.473541384
9,HIGH,HIGH,HIGH,"Action,Comedy,Drama,School,Supernatural",HIGH,4.468113976
369,HIGH,HIGH,HIGH,"Romance,Supernatural",HIGH,4.468113976
592,MEDIUM,HIGH,HIGH,"Comedy,Shounen",MEDIUM,4.468113976
525,MEDIUM,HIGH,HIGH,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH,4.468113976
37,HIGH,HIGH,HIGH,"Comedy,Romance,School",HIGH,4.468113976
3141,MEDIUM,HIGH,HIGH,"Action,Shounen",MEDIUM,4.462686567
103,HIGH,HIGH,HIGH,"Action,Supernatural",HIGH,4.462686567
2417,MEDIUM,HIGH,HIGH,"Comedy,Romance",MEDIUM,4.462686567
1939,HIGH,HIGH,HIGH,"Drama,Romance,Sci-Fi",HIGH,4.462686567
341,MEDIUM,HIGH,HIGH,Sci-Fi,MEDIUM,4.462686567
31,HIGH,HIGH,HIGH,"Adventure,Fantasy,Romance,Sci-Fi",HIGH,4.462686567
1575,MEDIUM,HIGH,MEDIUM,"Action,Comedy,Sci-Fi",MEDIUM,4.457259159
2292,MEDIUM,HIGH,HIGH,"Drama,Romance",MEDIUM,4.457259159
372,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural",HIGH,4.457259159
930,MEDIUM,HIGH,HIGH,Fantasy,MEDIUM,4.457259159
50,HIGH,HIGH,HIGH,"Action,Comedy,Shounen",HIGH,4.457259159
251,HIGH,HIGH,HIGH,"Comedy,Fantasy,Shounen,Supernatural",HIGH,4.457259159
368,HIGH,HIGH,HIGH,"Adventure,Fantasy,Romance",HIGH,4.457259159
325,HIGH,HIGH,HIGH,"Action,Comedy,School,Shounen",HIGH,4.45183175
1139,MEDIUM,HIGH,MEDIUM,"Comedy,School,Shounen",MEDIUM,4.45183175
949,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance,School,Supernatural",HIGH,4.45183175
1106,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama",MEDIUM,4.45183175
2680,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen,Supernatural",MEDIUM,4.45183175
1105,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.45183175
115,HIGH,HIGH,HIGH,"Comedy,Romance,Shounen",HIGH,4.446404342
161,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.446404342
206,HIGH,HIGH,HIGH,"Drama,Romance",HIGH,4.446404342
995,MEDIUM,HIGH,HIGH,"Fantasy,Supernatural",MEDIUM,4.446404342
1067,MEDIUM,HIGH,MEDIUM,"Comedy,Drama,Shounen",MEDIUM,4.446404342
967,MEDIUM,HIGH,HIGH,Drama,MEDIUM,4.446404342
2123,MEDIUM,HIGH,HIGH,"Comedy,Romance",MEDIUM,4.440976934
1263,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.440976934
131,HIGH,HIGH,HIGH,Comedy,HIGH,4.440976934
1002,MEDIUM,HIGH,HIGH,"Action,School,Shounen",MEDIUM,4.440976934
2701,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Drama",MEDIUM,4.440976934
1992,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Romance",MEDIUM,4.440976934
1720,MEDIUM,HIGH,HIGH,Sci-Fi,MEDIUM,4.440976934
697,MEDIUM,HIGH,HIGH,"Comedy,Drama,Supernatural",MEDIUM,4.440976934
1920,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Supernatural",MEDIUM,4.435549525
289,HIGH,HIGH,HIGH,Drama,HIGH,4.435549525
449,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH,4.435549525
1012,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen",MEDIUM,4.435549525
1362,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.435549525
151,HIGH,HIGH,HIGH,Drama,HIGH,4.430122117
6641,MEDIUM,MEDIUM,MEDIUM,"Action,Shounen",MEDIUM,4.430122117
363,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH,4.430122117
1156,HIGH,HIGH,HIGH,"Action,Fantasy,Shounen,Supernatural",HIGH,4.430122117
1890,MEDIUM,HIGH,HIGH,"Drama,Romance,School",HIGH,4.430122117
612,HIGH,HIGH,HIGH,"Adventure,Drama,Fantasy,Romance",HIGH,4.430122117
200,HIGH,HIGH,HIGH,"Drama,Fantasy,Romance",HIGH,4.430122117
385,HIGH,HIGH,HIGH,"Action,Drama,Sci-Fi",HIGH,4.430122117
5151,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM,4.430122117
1762,HIGH,HIGH,HIGH,"Comedy,Drama",HIGH,4.430122117
359,HIGH,HIGH,HIGH,"Action,Comedy,Sci-Fi",HIGH,4.430122117
1089,MEDIUM,HIGH,HIGH,Supernatural,MEDIUM,4.430122117
1584,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi,Shounen",MEDIUM,4.424694708
1590,HIGH,HIGH,HIGH,Drama,HIGH,4.424694708
407,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance",MEDIUM,4.424694708
981,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,School",HIGH,4.424694708
5277,MEDIUM,HIGH,HIGH,"Comedy,Romance,School",MEDIUM,4.424694708
3082,MEDIUM,HIGH,HIGH,"Fantasy,Sci-Fi,Shounen",MEDIUM,4.4192673
1053,HIGH,HIGH,HIGH,Action,HIGH,4.4192673
7,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,School,Supernatural",HIGH,4.4192673
933,HIGH,HIGH,HIGH,"Comedy,Romance,Shounen,Supernatural",HIGH,4.4192673
88,HIGH,HIGH,HIGH,"Comedy,Sci-Fi",HIGH,4.4192673
713,HIGH,HIGH,HIGH,"Action,Comedy,Supernatural",HIGH,4.413839891
3142,MEDIUM,MEDIUM,MEDIUM,"Action,Shounen",MEDIUM,4.413839891
2298,MEDIUM,HIGH,HIGH,"Adventure,Romance,Sci-Fi",MEDIUM,4.413839891
955,MEDIUM,MEDIUM,MEDIUM,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM,4.413839891
1198,MEDIUM,HIGH,HIGH,"Comedy,Drama,Fantasy,Romance",MEDIUM,4.408412483
593,MEDIUM,HIGH,MEDIUM,"Comedy,Shounen",MEDIUM,4.408412483
275,HIGH,HIGH,HIGH,"Comedy,Fantasy,Romance,Supernatural",HIGH,4.408412483
77,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.408412483
265,MEDIUM,HIGH,HIGH,"Comedy,Drama,Shounen",MEDIUM,4.408412483
1912,HIGH,HIGH,HIGH,"Drama,Sci-Fi,Supernatural",HIGH,4.402985075
30,HIGH,HIGH,HIGH,"Adventure,Comedy,Drama,Fantasy,Romance",HIGH,4.402985075
2416,MEDIUM,HIGH,HIGH,"Comedy,Romance",MEDIUM,4.402985075
916,MEDIUM,HIGH,HIGH,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM,4.402985075
2198,MEDIUM,HIGH,HIGH,Comedy,MEDIUM,4.402985075
1255,MEDIUM,HIGH,HIGH,"Comedy,Sci-Fi",MEDIUM,4.402985075
1286,MEDIUM,HIGH,HIGH,Drama,MEDIUM,4.402985075
70,HIGH,HIGH,HIGH,Comedy,HIGH,4.397557666
394,HIGH,HIGH,HIGH,Sci-Fi,HIGH,4.397557666
785,MEDIUM,HIGH,HIGH,Sci-Fi,MEDIUM,4.397557666
108,HIGH,HIGH,HIGH,"Comedy,Romance,School",HIGH,4.397557666
2374,MEDIUM,HIGH,HIGH,"Adventure,Sci-Fi,Shounen",MEDIUM,4.397557666
670,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.392130258
2173,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM,4.392130258
1137,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.392130258
248,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH,4.392130258
964,HIGH,HIGH,HIGH,"Action,Adventure,Drama,Shounen,Supernatural",HIGH,4.392130258
3776,MEDIUM,HIGH,MEDIUM,"Comedy,Drama,Romance",MEDIUM,4.392130258
1860,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM,4.397557666
654,HIGH,HIGH,HIGH,"Action,Comedy,School,Shounen",HIGH,4.392130258
3564,MEDIUM,MEDIUM,LOW,"Adventure,Drama,Sci-Fi,Shounen",MEDIUM,4.392130258
261,HIGH,HIGH,HIGH,"Comedy,Romance,School",HIGH,4.386702849
3512,MEDIUM,HIGH,HIGH,"Action,Drama",MEDIUM,4.386702849
395,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.386702849
1378,MEDIUM,HIGH,HIGH,"Drama,Romance",HIGH,4.386702849
873,MEDIUM,HIGH,HIGH,Action,MEDIUM,4.386702849
118,HIGH,HIGH,HIGH,Comedy,HIGH,4.386702849
182,HIGH,HIGH,HIGH,"Action,Adventure,Fantasy,Shounen",HIGH,4.386702849
1783,HIGH,HIGH,HIGH,"Action,Drama,Sci-Fi",HIGH,4.386702849
300,HIGH,HIGH,HIGH,"Romance,School",HIGH,4.386702849
2385,MEDIUM,HIGH,HIGH,"Action,Adventure,Shounen,Supernatural",MEDIUM,4.386702849
665,HIGH,HIGH,HIGH,"Action,Adventure,Fantasy",HIGH,4.386702849
1261,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Romance",HIGH,4.381275441
2176,MEDIUM,HIGH,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM,4.381275441
1429,HIGH,HIGH,HIGH,"Action,Supernatural",HIGH,4.381275441
1155,MEDIUM,HIGH,HIGH,"Comedy,School",MEDIUM,4.381275441
4666,MEDIUM,MEDIUM,MEDIUM,Drama,MEDIUM,4.381275441
374,HIGH,HIGH,HIGH,"Drama,Romance",HIGH,4.381275441
875,MEDIUM,HIGH,HIGH,"Comedy,Drama,Shounen",MEDIUM,4.381275441
1491,MEDIUM,HIGH,HIGH,"Action,Drama",HIGH,4.381275441
427,HIGH,HIGH,HIGH,"Action,Comedy,School",HIGH,4.381275441
1608,HIGH,HIGH,HIGH,"Comedy,Romance",HIGH,4.381275441
1463,HIGH,HIGH,HIGH,Drama,HIGH,4.381275441
2935,MEDIUM,HIGH,HIGH,"Comedy,Fantasy,Romance",MEDIUM,4.381275441
1371,HIGH,HIGH,HIGH,Sci-Fi,HIGH,4.381275441
1799,MEDIUM,HIGH,HIGH,"Action,Adventure,Drama,Fantasy,Romance,Shounen,Supernatural",MEDIUM,4.381275441
1059,MEDIUM,MEDIUM,MEDIUM,Drama,MEDIUM,4.375848033
101,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH,4.375848033
2512,MEDIUM,HIGH,HIGH,Sci-Fi,MEDIUM,4.375848033
322,MEDIUM,HIGH,HIGH,"Action,Adventure,Fantasy,Shounen",MEDIUM,4.375848033
2484,MEDIUM,HIGH,HIGH,"Drama,Fantasy",MEDIUM,4.375848033
718,MEDIUM,HIGH,HIGH,"Action,Comedy",MEDIUM,4.375848033
2178,MEDIUM,MEDIUM,MEDIUM,"Adventure,Comedy,Shounen",MEDIUM,4.370420624
59,HIGH,HIGH,HIGH,"Action,Sci-Fi",HIGH,4.370420624
447,HIGH,HIGH,HIGH,"Action,Comedy,School",HIGH,4.370420624
3259,MEDIUM,MEDIUM,MEDIUM,"Action,Drama,Sci-Fi",MEDIUM,4.370420624
711,HIGH,HIGH,HIGH,"Action,Drama,Supernatural",MEDIUM,4.370420624
1794,HIGH,HIGH,HIGH,"Action,Drama,Sci-Fi",MEDIUM,4.370420624
408,HIGH,HIGH,HIGH,"Comedy,Supernatural",HIGH,4.370420624
1923,HIGH,HIGH,HIGH,"Comedy,Supernatural",HIGH,4.370420624
1426,HIGH,HIGH,HIGH,"Action,Comedy,School,Shounen",HIGH,4.364993216
2897,MEDIUM,MEDIUM,MEDIUM,"Fantasy,Sci-Fi,Shounen",MEDIUM,4.364993216
282,MEDIUM,HIGH,MEDIUM,"Romance,School,Shounen",MEDIUM,4.364993216
47,HIGH,HIGH,HIGH,"Action,Adventure,Comedy,Shounen",HIGH,4.364993216
3261,MEDIUM,MEDIUM,MEDIUM,"Action,Sci-Fi",MEDIUM,4.364993216
1427,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy,Sci-Fi,Shounen",MEDIUM,4.364993216
1336,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Shounen",MEDIUM,4.364993216
1096,MEDIUM,HIGH,MEDIUM,Comedy,MEDIUM,4.364993216
3115,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Drama,Fantasy,Romance",MEDIUM,4.364993216
3165,MEDIUM,HIGH,HIGH,"Comedy,Drama,Romance",MEDIUM,4.364993216
416,HIGH,HIGH,HIGH,"Drama,Supernatural",MEDIUM,4.359565807
3006,MEDIUM,HIGH,HIGH,"Adventure,Comedy,Drama,Sci-Fi",MEDIUM,4.359565807
588,HIGH,HIGH,HIGH,"Adventure,Drama,Romance,Sci-Fi",HIGH,4.359565807
2551,MEDIUM,HIGH,HIGH,"Action,Sci-Fi",MEDIUM,4.359565807
1588,MEDIUM,MEDIUM,MEDIUM,"Action,Comedy",MEDIUM,4.359565807
2241,MEDIUM,MEDIUM,MEDIUM,"Comedy,School",MEDIUM,4.359565807
1010,MEDIUM,HIGH,HIGH,"Comedy,Shounen,Supernatural",MEDIUM,4.359565807
91,HIGH,HIGH,HIGH,"Romance,School",HIGH,4.359565807
924,HIGH,HIGH,HIGH,"Comedy,Drama,Romance,School,Supernatural",HIGH,4.359565807
397,HIGH,HIGH,HIGH,Drama,HIGH,4.359565807
1195,HIGH,HIGH,HIGH,"Adventure,Comedy,Drama,Fantasy,Romance,School",HIGH,4.354138399
732,HIGH,HIGH,HIGH,"Drama,Romance,Supernatural",HIGH,4.354138399
1134,HIGH,HIGH,HIGH,"Comedy,School,Shounen",HIGH,4.354138399
1910,HIGH,HIGH,HIGH,"Comedy,Drama,Romance",HIGH,4.354138399
3088,MEDIUM,MEDIUM,MEDIUM,"Comedy,Drama,Romance",MEDIUM,4.354138399
2196,MEDIUM,HIGH,HIGH,School,MEDIUM,4.354138399
