id,insta_follower,tiktok,youtube,categories,price_category
139,151561,99355,106679,"Comedy,Drama,Romance,Shounen",HIGH
1086,53108,51904,38290,"Comedy,Drama,Romance,School",HIGH
3110,28864,16062,12214,"Romance,School",MEDIUM
540,182224,215196,140599,"Action,Sci-Fi",HIGH
170,288376,303091,374377,"Drama,Sci-Fi,Supernatural",HIGH
1824,44223,26295,21303,"Action,Drama,Sci-Fi",HIGH
180,86074,100406,87419,Drama,HIGH
376,453630,306280,202954,"Action,Fantasy,Supernatural",HIGH
911,190197,101636,56867,"Action,Adventure,Shounen,Supernatural",HIGH
135,462974,566072,711910,Drama,HIGH
403,254436,168289,151939,"Comedy,School",HIGH
173,509109,303461,330421,"Action,Sci-Fi",HIGH
1385,225927,199876,252101,Comedy,HIGH
1160,38531,28912,27505,"Comedy,School,Shounen",MEDIUM
214,245026,209543,125954,"Action,Adventure,Fantasy,Shounen",HIGH
411,135735,120543,147310,Drama,HIGH
1124,13405,14890,12346,"Comedy,Drama",MEDIUM
533,390076,218510,151837,"Action,Adventure,Comedy,Shounen",HIGH
329,185015,133550,124193,"School,Shounen",HIGH
99,207241,240675,215909,"Action,Adventure,Romance",HIGH
1591,85361,46016,58516,Drama,HIGH
1094,24788,27128,18739,"Comedy,Drama",MEDIUM
1469,88850,49342,32525,"Fantasy,Supernatural",HIGH
1865,146895,98236,94866,"Comedy,Drama",HIGH
1063,6259,5708,7165,Drama,MEDIUM
575,166255,152544,119167,"Action,Adventure,Shounen",HIGH
307,299434,264255,297308,"Action,Adventure,Shounen,Supernatural",HIGH
166,146592,116688,150134,"Drama,Romance,School",HIGH
32,271484,248132,232090,"Adventure,Comedy,Supernatural",HIGH
388,194491,177138,121378,"Action,Sci-Fi",HIGH
34,143273,175444,148181,"Adventure,Fantasy",HIGH
224,602291,585012,480724,"Adventure,Comedy,Fantasy,Supernatural",HIGH
4313,15074,15965,16392,"Adventure,Drama",MEDIUM
1887,195017,99116,93400,"Action,Comedy,Fantasy,School,Shounen",HIGH
1757,102822,65167,55337,"Action,Adventure",HIGH
160,338315,282917,270061,"Comedy,School,Shounen",HIGH
2294,157025,146957,156869,"Comedy,Drama,Romance",HIGH
370,210491,164277,180260,"Adventure,Fantasy,Romance",HIGH
1306,92543,112263,93591,"Action,Fantasy,Supernatural",HIGH
1117,159548,133508,109494,Sci-Fi,HIGH
1158,205987,202824,148294,"Action,Fantasy,Shounen,Supernatural",HIGH
3444,36751,41283,39787,"Drama,Fantasy",MEDIUM
1915,99579,100998,101011,Supernatural,HIGH
532,215630,161210,204758,"Drama,Sci-Fi",HIGH
76,633817,355937,420792,"Comedy,Romance,School",HIGH
560,289206,194986,180031,"Adventure,Drama,Romance,Sci-Fi",HIGH
689,57963,29581,29622,"Action,Adventure,Drama,Fantasy,Romance,Shounen",MEDIUM
1986,107855,102228,123975,"Comedy,Supernatural",HIGH
14,218928,152968,142503,"Action,Adventure,Comedy,Romance",HIGH
681,125503,70151,71057,"Action,Adventure",HIGH
2174,28462,15067,8737,"Adventure,Shounen",MEDIUM
1148,267484,161154,180821,"Action,Fantasy,Shounen,Supernatural",HIGH
1033,41061,52930,50767,"Comedy,Drama,Shounen",MEDIUM
1256,331627,222178,262790,"Action,Adventure,Fantasy,Shounen,Supernatural",HIGH
74,210736,209823,250587,"Drama,Fantasy,Supernatural",HIGH
719,85020,75302,48857,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH
537,218101,217651,186050,Supernatural,HIGH
1011,53168,41430,37624,"Action,Adventure,Shounen",MEDIUM
1013,55787,31271,29065,"Action,Adventure,Shounen",MEDIUM
1423,67261,58264,45965,"Comedy,Fantasy,Shounen,Supernatural",MEDIUM
1032,30689,31722,30331,"Comedy,Drama,Shounen",MEDIUM
1484,148328,80846,46200,"Comedy,Drama,Shounen",HIGH
1935,226430,124819,155100,"Action,Adventure,Drama,Fantasy,Romance,Supernatural",HIGH
530,137636,94843,73751,"Action,Drama,Sci-Fi",HIGH
1055,29528,16848,9817,"Drama,Shounen",MEDIUM
2055,42076,41748,44826,"Action,Drama,Sci-Fi",MEDIUM
963,28302,19320,17595,"Drama,Fantasy,Supernatural",MEDIUM
46,291228,334231,232308,"Comedy,Drama,Romance",HIGH
3073,32188,40876,24250,"Adventure,Drama,Romance",MEDIUM
413,380375,352694,276752,"Comedy,Drama,Romance,School",HIGH
9,717796,603680,699947,"Action,Comedy,Drama,School,Supernatural",HIGH
369,482268,582738,501418,"Romance,Supernatural",HIGH
592,47840,46422,43898,"Comedy,Shounen",MEDIUM
525,76051,82266,44970,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH
37,422271,509067,654244,"Comedy,Romance,School",HIGH
3141,21798,24451,29789,"Action,Shounen",MEDIUM
103,556431,541145,649068,"Action,Supernatural",HIGH
2417,67697,84950,69900,"Comedy,Romance",MEDIUM
1939,105044,84125,49503,"Drama,Romance,Sci-Fi",HIGH
341,71136,86045,91084,Sci-Fi,MEDIUM
31,151061,99660,104894,"Adventure,Fantasy,Romance,Sci-Fi",HIGH
1575,27213,33125,18755,"Action,Comedy,Sci-Fi",MEDIUM
2292,61493,45940,57201,"Drama,Romance",MEDIUM
372,99128,107900,124006,"Action,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural",HIGH
930,45547,27940,23327,Fantasy,MEDIUM
50,258103,329396,282760,"Action,Comedy,Shounen",HIGH
251,122895,153009,121867,"Comedy,Fantasy,Shounen,Supernatural",HIGH
368,334932,256119,167818,"Adventure,Fantasy,Romance",HIGH
325,282002,258488,245160,"Action,Comedy,School,Shounen",HIGH
1139,67032,37579,19879,"Comedy,School,Shounen",MEDIUM
949,71820,92224,47361,"Comedy,Drama,Romance,School,Supernatural",HIGH
1106,12282,8786,8724,"Comedy,Drama",MEDIUM
2680,27532,23006,21254,"Action,Adventure,Shounen,Supernatural",MEDIUM
1105,101027,72954,38205,"Comedy,School,Shounen",HIGH
115,246899,230232,268801,"Comedy,Romance,Shounen",HIGH
161,258914,176044,219812,"Comedy,School,Shounen",HIGH
206,189741,127556,148795,"Drama,Romance",HIGH
995,59815,70121,66760,"Fantasy,Supernatural",MEDIUM
1067,28002,20967,11410,"Comedy,Drama,Shounen",MEDIUM
967,53590,52133,35832,Drama,MEDIUM
2123,31856,20612,20491,"Comedy,Romance",MEDIUM
1263,223036,227412,223125,"Action,Sci-Fi",HIGH
131,115252,110365,88257,Comedy,HIGH
1002,22900,23663,24043,"Action,School,Shounen",MEDIUM
2701,13315,11610,12374,"Action,Comedy,Drama",MEDIUM
1992,58492,65212,48447,"Action,Adventure,Drama,Fantasy,Romance",MEDIUM
1720,38147,43163,42870,Sci-Fi,MEDIUM
697,74941,53172,60374,"Comedy,Drama,Supernatural",MEDIUM
1920,65594,81303,101119,"Action,Adventure,Drama,Fantasy,Supernatural",MEDIUM
289,383914,355206,427698,Drama,HIGH
449,600384,697093,763458,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",HIGH
1012,57029,66588,75735,"Action,Adventure,Shounen",MEDIUM
1362,109392,76095,82279,"Action,Sci-Fi",HIGH
151,158561,118214,123749,Drama,HIGH
6641,6229,5202,3770,"Action,Shounen",MEDIUM
363,375662,411193,481884,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH
1156,106382,90274,72369,"Action,Fantasy,Shounen,Supernatural",HIGH
1890,59652,36134,22106,"Drama,Romance,School",HIGH
612,94435,122398,90306,"Adventure,Drama,Fantasy,Romance",HIGH
200,224947,229071,180548,"Drama,Fantasy,Romance",HIGH
385,461946,408871,431403,"Action,Drama,Sci-Fi",HIGH
5151,18642,17453,9549,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM
1762,89424,99084,113665,"Comedy,Drama",HIGH
359,283069,202603,199223,"Action,Comedy,Sci-Fi",HIGH
1089,36353,40227,29828,Supernatural,MEDIUM
1584,14002,13882,9728,"Action,Comedy,Sci-Fi,Shounen",MEDIUM
1590,88164,65215,41913,Drama,HIGH
407,69253,74360,84995,"Comedy,Drama,Romance",MEDIUM
981,222994,234210,250114,"Comedy,Drama,Romance,School",HIGH
5277,35120,21442,26750,"Comedy,Romance,School",MEDIUM
3082,39596,36162,31003,"Fantasy,Sci-Fi,Shounen",MEDIUM
1053,203233,170746,160888,Action,HIGH
7,566690,628013,631934,"Comedy,Drama,Romance,School,Supernatural",HIGH
933,142612,184840,240256,"Comedy,Romance,Shounen,Supernatural",HIGH
88,223359,243678,171513,"Comedy,Sci-Fi",HIGH
713,100412,102696,63146,"Action,Comedy,Supernatural",HIGH
3142,20602,10526,9417,"Action,Shounen",MEDIUM
2298,56927,64232,55805,"Adventure,Romance,Sci-Fi",MEDIUM
955,17247,9622,11479,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM
1198,60637,36875,44960,"Comedy,Drama,Fantasy,Romance",MEDIUM
593,40623,26651,17590,"Comedy,Shounen",MEDIUM
275,91796,97705,114246,"Comedy,Fantasy,Romance,Supernatural",HIGH
77,134818,157952,145771,"Comedy,Drama,Romance",HIGH
265,50778,52263,40856,"Comedy,Drama,Shounen",MEDIUM
1912,103828,72566,70197,"Drama,Sci-Fi,Supernatural",HIGH
30,152331,102076,79852,"Adventure,Comedy,Drama,Fantasy,Romance",HIGH
2416,70822,80055,92989,"Comedy,Romance",MEDIUM
916,24707,24305,27386,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",MEDIUM
2198,60988,59178,55327,Comedy,MEDIUM
1255,60918,69816,81743,"Comedy,Sci-Fi",MEDIUM
1286,45189,41683,24812,Drama,MEDIUM
70,104893,132979,129669,Comedy,HIGH
394,99074,121293,154092,Sci-Fi,HIGH
785,66376,54186,64270,Sci-Fi,MEDIUM
108,391628,460895,354912,"Comedy,Romance,School",HIGH
2374,23701,30278,29977,"Adventure,Sci-Fi,Shounen",MEDIUM
670,440334,480962,314894,"Action,Sci-Fi",HIGH
2173,25432,15024,12013,"Adventure,Comedy,Shounen",MEDIUM
1137,81384,74213,41557,"Comedy,School,Shounen",HIGH
248,255076,170040,139552,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH
964,120089,134462,171062,"Action,Adventure,Drama,Shounen,Supernatural",HIGH
3776,22079,21707,19189,"Comedy,Drama,Romance",MEDIUM
1860,64230,63413,47127,"Comedy,School",MEDIUM
654,129112,129582,88246,"Action,Comedy,School,Shounen",HIGH
3564,5001,2670,1782,"Adventure,Drama,Sci-Fi,Shounen",MEDIUM
261,292622,268265,272346,"Comedy,Romance,School",HIGH
3512,41584,38939,39449,"Action,Drama",MEDIUM
395,87617,48286,47412,"Comedy,Drama,Romance",HIGH
1378,75359,48244,58549,"Drama,Romance",HIGH
873,54211,61742,73769,Action,MEDIUM
118,108053,104202,94022,Comedy,HIGH
182,317513,360431,410804,"Action,Adventure,Fantasy,Shounen",HIGH
1783,120351,148397,136888,"Action,Drama,Sci-Fi",HIGH
300,202249,260341,188703,"Romance,School",HIGH
2385,40355,27808,34759,"Action,Adventure,Shounen,Supernatural",MEDIUM
665,106888,99818,80785,"Action,Adventure,Fantasy",HIGH
1261,216674,233401,152913,"Action,Adventure,Comedy,Fantasy,Romance",HIGH
2176,23130,26655,18150,"Adventure,Comedy,Shounen",MEDIUM
1429,115295,126861,100139,"Action,Supernatural",HIGH
1155,36091,35789,32158,"Comedy,School",MEDIUM
4666,17038,9347,6246,Drama,MEDIUM
374,232113,190432,203335,"Drama,Romance",HIGH
875,20157,20864,22418,"Comedy,Drama,Shounen",MEDIUM
1491,68128,66883,86941,"Action,Drama",HIGH
427,508118,474927,585363,"Action,Comedy,School",HIGH
1608,235003,237568,267438,"Comedy,Romance",HIGH
1463,117565,134569,116082,Drama,HIGH
2935,73218,65143,37979,"Comedy,Fantasy,Romance",MEDIUM
1371,89749,102588,97146,Sci-Fi,HIGH
1799,40420,36009,22149,"Action,Adventure,Drama,Fantasy,Romance,Shounen,Supernatural",MEDIUM
1059,15442,8983,11284,Drama,MEDIUM
101,584590,523634,319898,"Action,Adventure,Comedy,Fantasy,Shounen",HIGH
2512,55247,66278,36583,Sci-Fi,MEDIUM
322,73480,80705,83752,"Action,Adventure,Fantasy,Shounen",MEDIUM
2484,77464,50587,42356,"Drama,Fantasy",MEDIUM
718,72933,57366,66507,"Action,Comedy",MEDIUM
2178,21789,11028,12589,"Adventure,Comedy,Shounen",MEDIUM
59,194561,139846,117729,"Action,Sci-Fi",HIGH
447,171086,158340,96665,"Action,Comedy,School",HIGH
3259,11808,11707,15125,"Action,Drama,Sci-Fi",MEDIUM
711,108720,72417,82434,"Action,Drama,Supernatural",MEDIUM
1794,86972,104331,59508,"Action,Drama,Sci-Fi",MEDIUM
408,260062,247954,301477,"Comedy,Supernatural",HIGH
1923,111009,68670,69118,"Comedy,Supernatural",HIGH
1426,312654,323076,236788,"Action,Comedy,School,Shounen",HIGH
2897,9500,10631,7591,"Fantasy,Sci-Fi,Shounen",MEDIUM
282,36251,21891,14791,"Romance,School,Shounen",MEDIUM
47,334399,236020,277705,"Action,Adventure,Comedy,Shounen",HIGH
3261,8621,5716,4382,"Action,Sci-Fi",MEDIUM
1427,13764,17707,18589,"Action,Comedy,Sci-Fi,Shounen",MEDIUM
1336,32732,41444,52553,"Adventure,Comedy,Shounen",MEDIUM
1096,22190,28091,19697,Comedy,MEDIUM
3115,23160,21451,23605,"Adventure,Comedy,Drama,Fantasy,Romance",MEDIUM
3165,23045,25058,21057,"Comedy,Drama,Romance",MEDIUM
416,95241,85680,48003,"Drama,Supernatural",MEDIUM
3006,76860,83167,64105,"Adventure,Comedy,Drama,Sci-Fi",MEDIUM
588,239570,218355,251578,"Adventure,Drama,Romance,Sci-Fi",HIGH
2551,21435,25224,23859,"Action,Sci-Fi",MEDIUM
1588,14728,17076,16636,"Action,Comedy",MEDIUM
2241,5959,7518,8783,"Comedy,School",MEDIUM
1010,69000,76651,76795,"Comedy,Shounen,Supernatural",MEDIUM
91,309339,227383,245237,"Romance,School",HIGH
924,106989,94488,84025,"Comedy,Drama,Romance,School,Supernatural",HIGH
397,121349,125176,140110,Drama,HIGH
1195,181249,202892,229154,"Adventure,Comedy,Drama,Fantasy,Romance,School",HIGH
732,103657,115312,71023,"Drama,Romance,Supernatural",HIGH
1134,116261,82362,42024,"Comedy,School,Shounen",HIGH
1910,130646,94356,76847,"Comedy,Drama,Romance",HIGH
3088,27893,15249,17534,"Comedy,Drama,Romance",MEDIUM
2196,38118,26372,26190,School,MEDIUM
3037,35225,30186,30311,"Comedy,Drama,Romance",MEDIUM
1867,80763,42360,41511,"Comedy,Romance",MEDIUM
535,332562,255620,184021,Action,HIGH
3147,12151,10745,8363,"Action,Shounen",MEDIUM
1565,77111,56357,72863,"Action,Fantasy",HIGH
42,359494,309224,342358,Supernatural,HIGH
163,372246,222569,168493,School,HIGH
1467,31464,39114,39191,"Adventure,Drama,Sci-Fi",MEDIUM
459,163171,100635,109463,"Drama,Romance,Supernatural",HIGH
132,171866,93382,103256,"Romance,School",HIGH
227,515378,542765,285298,"Action,Adventure,Shounen,Supernatural",HIGH
5780,13359,9416,6174,"Action,Fantasy,Supernatural",MEDIUM
735,40401,39241,26701,"Comedy,Drama,Supernatural",MEDIUM
175,259900,333362,407899,"Action,Drama,Fantasy,Shounen",HIGH
2588,11961,14028,15247,"Comedy,Shounen",MEDIUM
2171,26799,25028,14177,"Adventure,Comedy,Shounen",MEDIUM
2172,25461,16073,20103,"Adventure,Comedy,Shounen",MEDIUM
586,316102,319991,364141,"Adventure,Comedy,Fantasy,Shounen",HIGH
4254,6321,5167,4324,"Comedy,Drama,Supernatural",MEDIUM
274,39866,51036,55950,"Comedy,Drama,Romance",MEDIUM
577,66646,40573,44190,"Action,Adventure,Fantasy,Supernatural",MEDIUM
1080,9943,7426,9471,"Action,Shounen",MEDIUM
1321,15557,14660,8538,"Adventure,Drama,Sci-Fi",MEDIUM
805,33862,35135,25135,"Action,Adventure,Comedy,Fantasy,Shounen",MEDIUM
542,159105,164585,191555,"Action,Drama",HIGH
968,72708,91471,118020,"Comedy,Romance",HIGH
925,137105,90828,80504,"Action,Sci-Fi",HIGH
3692,12833,12360,16060,"Drama,Romance,School,Shounen",MEDIUM
217,91138,46958,25521,"Comedy,Drama,Shounen",MEDIUM
1264,215897,246528,220009,"Action,Adventure,Sci-Fi,Supernatural",HIGH
1078,108099,74264,87212,Action,HIGH
1252,189407,181630,149524,"Action,Supernatural",HIGH
1162,7923,6072,3147,"Action,Comedy,Shounen",MEDIUM
1161,24310,26094,30807,School,MEDIUM
4892,7954,7417,6376,"Comedy,Shounen",MEDIUM
838,75612,71072,69452,"Action,Shounen,Supernatural",MEDIUM
1340,163308,192132,184699,"Fantasy,Sci-Fi",HIGH
1072,21020,18813,20043,"Comedy,School,Shounen",MEDIUM
620,93095,72437,51642,"Comedy,Romance,School,Shounen",HIGH
402,94820,65182,65984,"Comedy,Drama,Romance",HIGH
2121,80862,96924,110586,"Drama,Fantasy,Romance",HIGH
72,160423,173403,89019,"Drama,Romance,School",HIGH
4231,10575,12695,14912,"Action,Adventure,Drama,Shounen",MEDIUM
3513,26711,23046,15076,"Action,Drama",MEDIUM
116,246276,236096,207963,"Comedy,School",HIGH
423,387100,401956,518927,"Action,Adventure,Fantasy,Shounen",HIGH
4802,13454,15387,12713,"Comedy,Romance",MEDIUM
453,39832,21886,12978,"Adventure,Comedy,Fantasy",MEDIUM
2553,20629,21221,15865,"Fantasy,Sci-Fi,Shounen",MEDIUM
3144,17165,15598,19683,"Adventure,Comedy,Shounen",MEDIUM
2127,20989,13227,6907,"Action,Adventure,Comedy,Drama",MEDIUM
1564,29331,24221,13864,"Action,Comedy,Sci-Fi,Shounen",MEDIUM
2931,5063,6522,7196,"Adventure,Comedy,Romance,Shounen",MEDIUM
183,189641,120694,93169,"Comedy,Fantasy,Romance,Supernatural",HIGH
1830,41168,45928,39120,"Drama,Supernatural",MEDIUM
2464,34177,38060,43324,"Adventure,Drama,Romance,Sci-Fi",MEDIUM
5146,6645,4830,3256,"Action,Adventure,Fantasy",MEDIUM
2913,43916,29880,27204,"Comedy,Shounen,Supernatural",MEDIUM
2101,37679,20339,22023,"Adventure,Drama,Sci-Fi,Supernatural",MEDIUM
2858,12353,9151,8548,"Action,Sci-Fi",MEDIUM
3528,8199,6474,7155,"Action,Comedy,Shounen",MEDIUM
1318,132506,100716,98284,"Action,Supernatural",HIGH
693,151106,89448,73365,"Drama,Romance",HIGH
2279,51789,56244,29353,"Action,Sci-Fi",MEDIUM
2550,16614,9130,6840,"Action,Sci-Fi",MEDIUM
4863,5308,2890,2199,"Adventure,Romance,Sci-Fi,Shounen",MEDIUM
1492,45825,50668,40321,"Action,Drama",MEDIUM
493,194300,99355,111571,"Comedy,Romance,Shounen,Supernatural",HIGH
2187,58075,62255,76120,"Action,Adventure,Shounen",MEDIUM
5480,5712,3964,2332,"Comedy,Sci-Fi,Shounen",MEDIUM
832,104075,77315,89329,"Action,Comedy",HIGH
504,353876,411547,329391,"Comedy,Drama,Romance,School",HIGH
766,67962,34596,20322,"Adventure,Drama,Fantasy,Shounen",MEDIUM
556,124886,90436,64161,"Comedy,Supernatural",HIGH
1412,44564,46014,41395,"Comedy,Drama,Romance,School,Shounen",MEDIUM
1057,49599,50344,49798,Comedy,MEDIUM
994,200833,152777,178786,"Comedy,Romance",HIGH
5811,3187,2131,1999,"Comedy,Drama",MEDIUM
1468,46018,50512,39850,"Action,Adventure,Supernatural",MEDIUM
3209,13935,7977,6111,"Comedy,Romance",MEDIUM
621,150872,179764,212034,"Comedy,Drama,Supernatural",HIGH
52,324035,326939,381519,"Drama,Romance",HIGH
2275,29969,22735,27735,Action,MEDIUM
3264,7712,7028,3959,"Drama,Sci-Fi",MEDIUM
1579,97910,110824,61297,Fantasy,HIGH
1192,41685,42156,32404,"Action,Comedy,Drama",MEDIUM
597,49454,41734,34476,"Drama,Romance,Shounen",MEDIUM
326,101335,129845,87602,"Comedy,School",HIGH
1919,66721,63563,36453,"Action,Adventure,Drama,Fantasy,Supernatural",MEDIUM
783,136135,100145,107479,"Action,Sci-Fi",HIGH
3257,15069,15410,16812,"Action,Sci-Fi",MEDIUM
1036,13901,13545,17070,Shounen,MEDIUM
1180,26036,20397,14822,"Drama,Romance,Sci-Fi",MEDIUM
1914,72021,41821,26990,"Action,Comedy,Fantasy,School",MEDIUM
1414,23192,30054,23655,"Comedy,Drama,Romance",MEDIUM
1225,88986,58209,75131,"Comedy,Drama,Fantasy",MEDIUM
1474,41521,38158,49034,"Comedy,Drama",MEDIUM
3753,19240,12169,8770,"Action,Romance,Sci-Fi",MEDIUM
988,30516,34076,35811,"Adventure,Comedy,Fantasy,Shounen",MEDIUM
1045,25170,22537,28425,"Action,Comedy,Shounen",MEDIUM
1062,21186,14031,11857,"Action,Comedy",MEDIUM
1006,83648,44526,39726,"Action,Comedy,Shounen",HIGH
2948,59374,74099,74232,"Comedy,Drama,Romance,Supernatural",MEDIUM
1537,111962,133260,69025,"Drama,Romance",HIGH
1483,79816,44910,47438,Supernatural,MEDIUM
393,117910,86913,90528,"Comedy,Drama,Romance",HIGH
404,156689,115658,82998,"Comedy,Drama",HIGH
1132,11342,13569,16459,"Comedy,School,Shounen",MEDIUM
67,580184,571940,630135,"Action,Adventure,Comedy,Fantasy,Shounen,Supernatural",HIGH
1219,68181,57076,49786,"Action,Comedy,Sci-Fi",MEDIUM
387,120731,152077,181826,"Drama,Fantasy",HIGH
934,41760,27479,31000,"Comedy,School,Shounen",MEDIUM
3159,44157,43001,49541,"Action,Romance,Sci-Fi",MEDIUM
378,657190,374627,191989,"Action,Shounen,Supernatural",HIGH
3642,6554,5352,6748,"Action,Adventure,Drama,Fantasy",MEDIUM
5342,4584,4312,5019,Comedy,MEDIUM
3566,36941,19544,24406,"Action,Drama,Sci-Fi",MEDIUM
255,618056,459481,376125,"Action,Drama,Supernatural",HIGH
771,36921,32604,23309,School,MEDIUM
1190,170901,161154,122212,"Comedy,School",HIGH
795,63263,69005,71112,"Drama,Supernatural",MEDIUM
5469,9649,10349,9609,"Adventure,Comedy,Shounen",MEDIUM
2414,9807,12516,12310,"Action,Adventure,Comedy,Fantasy",MEDIUM
534,305165,232926,172885,"Action,Comedy,Sci-Fi",HIGH
448,155340,102439,70801,Action,HIGH
80,424919,518057,556783,"Action,Comedy,Fantasy,Shounen,Supernatural",HIGH
428,91864,53623,34141,School,MEDIUM
2638,17826,14373,8661,"Action,Romance,Sci-Fi",MEDIUM
249,52351,67517,74240,"Action,Adventure,Fantasy,Shounen",MEDIUM
418,173264,211103,246311,"Comedy,Romance,Supernatural",HIGH
