id,insta_follower,tiktok,youtube,price_normalized,categories
2910,33422,33918,30309,0.61445563,"['Comedy', 'Demons', 'Fantasy', 'Shoujo', 'Supernatural']"
754,139474,171457,150115,0.648818097,"['Drama', 'Historical', 'Seinen', 'Thriller']"
1541,355839,231418,305700,0.722983138,"['Drama', 'Fantasy', 'Psychological', 'Thriller']"
726,82253,41533,76747,0.63059115,"['Action', 'Mecha', 'Sci-Fi', 'Space', 'Super Power']"
84,114173,108769,100008,0.64178403,"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']"
138,463835,542755,281980,0.734238767,"['Drama', 'Slice of Life', 'Supernatural']"
267,184525,128223,123575,0.653619066,"['Comedy', 'School', 'Shounen', 'Sports']"
1121,192424,190181,202655,0.658441112,"['Sci-Fi', 'Thriller']"
148,197439,156445,107397,0.660664723,"['Drama', 'Romance', 'Shoujo', 'Supernatural']"
287,348951,345581,217870,0.727611222,"['Ecchi', 'School', 'Shounen']"
3301,11104,12870,11626,0.605575417,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
1316,93657,68962,52236,0.628799667,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']"
1577,51185,37550,37524,0.614669375,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
441,297454,371018,182994,0.680606602,"['Action', 'Horror', 'Military', 'Seinen', 'Supernatural', 'Vampire']"
257,425457,449209,371263,0.762379726,"['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen']"
1434,71295,78273,50898,0.625068832,"['Drama', 'Historical', 'Josei']"
2987,72958,61048,45086,0.623947755,"['Comedy', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Space']"
292,80825,84559,96036,0.625320746,"['Adventure', 'Supernatural']"
389,174878,225573,214817,0.652785318,"['Drama', 'Historical']"
209,243325,244320,275967,0.676705956,"['Comedy', 'School', 'Shounen', 'Sports']"
1079,28653,19135,29950,0.607721615,"['Comedy', 'Drama', 'Romance', 'Sports']"
1206,113993,70177,92252,0.626695246,"['Action', 'Mecha', 'Military', 'Mystery', 'Police', 'Sci-Fi', 'Seinen']"
742,95658,58941,88373,0.628699451,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Thriller']"
939,31234,36765,29153,0.609252557,"['Action', 'Historical', 'Military', 'Seinen']"
579,82570,86234,53277,0.621235248,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']"
142,194855,170021,194694,0.660753509,"['Josei', 'Slice of Life']"
2798,25641,26100,22761,0.605780536,"['Military', 'School']"
328,193716,183434,211465,0.656832162,"['Action', 'Comedy', 'Slice of Life', 'Supernatural']"
39,197256,253966,160101,0.660574156,"['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Slice of Life']"
678,363215,217089,206581,0.732829278,"['Action', 'Comedy', 'Historical', 'Mystery', 'Seinen', 'Supernatural']"
985,34011,29111,34485,0.608146196,"['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']"
202,896229,805312,1089467,0.8978,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']"
139,151561,114037,191714,0.643510334,"['Comedy', 'Drama', 'Romance', 'Shounen']"
1086,53108,59835,68944,0.610475736,"['Comedy', 'Drama', 'Romance', 'School', 'Sports']"
3110,28864,33496,28115,0.604855038,"['Romance', 'School', 'Shounen Ai', 'Slice of Life']"
540,182224,97084,138663,0.652215344,"['Action', 'Mecha', 'Sci-Fi']"
170,288376,173291,160753,0.668795931,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']"
1824,44223,55759,54993,0.611629375,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']"
180,86074,72168,67388,0.621048401,"['Drama', 'Game', 'Josei', 'Slice of Life', 'Sports']"
376,453630,302960,408093,0.739385986,"['Action', 'Fantasy', 'Supernatural']"
911,190197,108195,192824,0.652394427,"['Action', 'Adventure', 'Shounen', 'Supernatural', 'Vampire']"
135,462974,243480,422228,0.718208312,"['Drama', 'Magic', 'Psychological', 'Thriller']"
403,254436,237704,199657,0.678577868,"['Comedy', 'School', 'Slice of Life']"
173,509109,428132,316778,0.770489209,"['Action', 'Police', 'Psychological', 'Sci-Fi']"
1385,225927,230676,281140,0.656240733,"['Comedy', 'Slice of Life']"
1160,38531,49835,30284,0.60737358,"['Comedy', 'School', 'Shounen', 'Sports']"
214,245026,266675,177589,0.661647954,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']"
411,135735,116082,170410,0.635005269,"['Drama', 'Magic', 'Psychological', 'Thriller']"
1124,13405,6884,8782,0.598712451,"['Comedy', 'Drama', 'Sports']"
533,390076,215679,386082,0.7334627,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']"
329,185015,235506,118593,0.642367207,"['Ecchi', 'School', 'Shounen']"
99,207241,239358,233232,0.644746343,"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Romance']"
1591,85361,89710,65772,0.617408132,"['Drama', 'Magic', 'Psychological', 'Thriller']"
1094,24788,23647,12543,0.601914121,"['Comedy', 'Drama', 'Sports']"
1469,88850,59142,93171,0.61906398,"['Demons', 'Fantasy', 'Historical', 'Horror', 'Mystery', 'Seinen', 'Supernatural']"
1865,146895,148056,87735,0.638566507,"['Comedy', 'Drama']"
1063,6259,6423,7089,0.594999999,"['Drama', 'Sports']"
575,166255,208122,131758,0.646111679,"['Action', 'Adventure', 'Shounen', 'Super Power']"
307,299434,164140,275852,0.678315765,"['Action', 'Adventure', 'Shounen', 'Supernatural']"
166,146592,102037,146602,0.640824673,"['Drama', 'Josei', 'Music', 'Romance', 'School']"
32,271484,240106,210410,0.678470805,"['Adventure', 'Comedy', 'Supernatural']"
388,194491,187420,106614,0.641647152,"['Action', 'Mecha', 'Military', 'Police', 'Sci-Fi', 'Seinen']"
34,143273,84979,165553,0.636695779,"['Adventure', 'Fantasy']"
224,602291,737187,401313,0.764973793,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Game', 'Supernatural']"
4313,15074,15674,9694,0.597709163,"['Adventure', 'Drama', 'Historical', 'Slice of Life']"
1887,195017,153449,125605,0.651749251,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'School', 'Shounen']"
1757,102822,68991,90813,0.626677508,"['Action', 'Adventure', 'Slice of Life']"
160,338315,425092,193193,0.699317697,"['Comedy', 'School', 'Shounen', 'Sports']"
2294,157025,166623,177143,0.637178744,"['Comedy', 'Drama', 'Josei', 'Music', 'Romance', 'Slice of Life']"
370,210491,212992,183702,0.650514912,"['Adventure', 'Fantasy', 'Historical', 'Romance']"
1306,92543,66599,92129,0.615676164,"['Action', 'Fantasy', 'Shoujo', 'Supernatural']"
1117,159548,197168,87686,0.62952527,"['Sci-Fi', 'Thriller']"
1158,205987,238105,254977,0.65665685,"['Action', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']"
3444,36751,33056,30049,0.601796492,"['Drama', 'Fantasy']"
1915,99579,57441,75578,0.620566836,"['Mystery', 'Supernatural', 'Vampire']"
532,215630,274475,215480,0.665824825,"['Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']"
76,633817,792450,426963,0.803905961,"['Comedy', 'Romance', 'School', 'Slice of Life']"
560,289206,256591,301639,0.683787136,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']"
689,57963,74690,42967,0.60841153,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']"
1986,107855,102295,117811,0.616002848,"['Comedy', 'Mystery', 'Supernatural']"
14,218928,221154,188859,0.641121761,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai']"
681,125503,97132,78721,0.629662573,"['Action', 'Adventure', 'Historical', 'Samurai']"
2174,28462,31259,31576,0.599252611,"['Adventure', 'Mystery', 'Police', 'Shounen']"
1148,267484,176540,229679,0.66616698,"['Action', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']"
1033,41061,39434,21327,0.601677516,"['Comedy', 'Drama', 'Shounen', 'Sports']"
1256,331627,352303,370633,0.689349721,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Shounen', 'Supernatural']"
74,210736,272360,208146,0.654863696,"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']"
719,85020,93373,95529,0.61429487,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']"
537,218101,233122,281686,0.659758627,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']"
1011,53168,56763,43014,0.603217192,"['Action', 'Adventure', 'Shounen', 'Super Power']"
1013,55787,60651,69185,0.605225169,"['Action', 'Adventure', 'Shounen', 'Super Power']"
1423,67261,35742,33702,0.613136649,"['Comedy', 'Demons', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Supernatural']"
1032,30689,37496,30699,0.598907436,"['Comedy', 'Drama', 'Shounen', 'Sports']"
1081,83056,73448,55003,0.609319831,"['Psychological', 'Seinen', 'Sports']"
1484,148328,187303,166197,0.631853461,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']"
1935,226430,275451,228810,0.659995122,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']"
530,137636,171325,177354,0.623336375,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']"
1055,29528,22556,28014,0.595675361,"['Drama', 'Shounen', 'Sports']"
2055,42076,46347,23146,0.600610238,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']"
963,28302,32226,31001,0.59576183,"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']"
46,291228,248653,338846,0.689794141,"['Comedy', 'Drama', 'Psychological', 'Romance']"
3073,32188,21937,21857,0.596943824,"['Adventure', 'Drama', 'Historical', 'Romance', 'Shoujo']"
413,380375,269175,359352,0.697413869,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']"
9,717796,741724,932998,0.785006128,"['Action', 'Comedy', 'Drama', 'School', 'Supernatural']"
369,482268,394097,396574,0.734735958,"['Mystery', 'Romance', 'Supernatural', 'Vampire']"
592,47840,44624,46462,0.59994571,"['Comedy', 'Shounen', 'Sports']"
525,76051,40540,44721,0.613164573,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']"
37,422271,242658,281984,0.736673423,"['Comedy', 'Harem', 'Romance', 'School', 'Shoujo']"
3141,21798,28101,14654,0.592600106,"['Action', 'Mystery', 'Police', 'Shounen']"
103,556431,455330,291823,0.754516058,"['Action', 'Mystery', 'Supernatural']"
2417,67697,80728,34711,0.605543174,"['Comedy', 'Josei', 'Music', 'Romance']"
1939,105044,71824,133584,0.618690878,"['Drama', 'Romance', 'Sci-Fi', 'Seinen', 'Space']"
341,71136,77398,60852,0.609999129,"['Music', 'Sci-Fi']"
31,151061,127855,88712,0.63234435,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']"
1575,27213,29814,35318,0.595210293,"['Action', 'Comedy', 'Historical', 'Parody', 'Sci-Fi']"
2292,61493,55850,50218,0.60564781,"['Drama', 'Josei', 'Romance']"
372,99128,123188,122874,0.614825704,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']"
930,45547,34171,49815,0.597342476,"['Fantasy', 'Historical']"
50,258103,225782,334910,0.675594954,"['Action', 'Comedy', 'Shounen', 'Super Power']"
251,122895,147212,127653,0.626724028,"['Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']"
368,334932,307020,215924,0.688138669,"['Adventure', 'Fantasy', 'Historical', 'Romance']"
325,282002,296831,310123,0.682063793,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power']"
1139,67032,78137,54019,0.604043443,"['Comedy', 'School', 'Shounen', 'Slice of Life']"
949,71820,39881,63706,0.607295625,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']"
1106,12282,8736,7975,0.588991481,"['Comedy', 'Drama', 'Sports']"
2680,27532,26989,23763,0.591958057,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']"
1105,101027,82968,123058,0.614827806,"['Comedy', 'School', 'Shounen']"
115,246899,313651,181355,0.650104397,"['Comedy', 'Romance', 'Shounen']"
161,258914,287685,259353,0.661485094,"['Comedy', 'School', 'Shounen', 'Slice of Life']"
206,189741,195480,120877,0.63548478,"['Drama', 'Psychological', 'Romance', 'Slice of Life']"
995,59815,42246,37608,0.601878862,"['Fantasy', 'Slice of Life', 'Supernatural']"
1067,28002,32880,34155,0.593749161,"['Comedy', 'Drama', 'Shounen', 'Sports']"
967,53590,53618,50874,0.600223444,"['Drama', 'Mystery', 'Psychological']"
2123,31856,39275,21747,0.594218109,"['Comedy', 'Romance', 'Slice of Life']"
1263,223036,177306,118542,0.649271782,"['Action', 'Mecha', 'Police', 'Psychological', 'Sci-Fi', 'Seinen']"
131,115252,97416,100271,0.618241281,"['Comedy', 'Music', 'Slice of Life']"
1002,22900,11772,24994,0.592016493,"['Action', 'School', 'Shounen', 'Sports']"
2701,13315,15972,13539,0.588360969,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']"
1992,58492,37781,41280,0.598792016,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance']"
1720,38147,49243,37190,0.594001937,"['Sci-Fi', 'Thriller']"
697,74941,96797,91964,0.604768941,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural']"
1920,65594,39489,74404,0.607073576,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']"
289,383914,336979,320692,0.69952109,"['Drama', 'Game', 'Mystery', 'Psychological', 'Thriller']"
449,600384,615312,329298,0.764631471,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']"
1471,98996,110670,98800,0.609923279,"['Game', 'Psychological', 'Seinen', 'Thriller']"
1012,57029,34064,44236,0.604028079,"['Action', 'Adventure', 'Shounen', 'Super Power']"
1362,109392,131222,70202,0.621465161,"['Action', 'Cars', 'Sci-Fi', 'Sports']"
151,158561,204288,195785,0.634374644,"['Drama', 'Game', 'Josei', 'Slice of Life', 'Sports']"
6641,6229,5945,6810,0.583930134,"['Action', 'Mystery', 'Police', 'Shounen']"
363,375662,414882,381904,0.713542271,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']"
1156,106382,124180,82098,0.615827913,"['Action', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']"
1890,59652,52446,53605,0.601938645,"['Drama', 'Romance', 'School']"
612,94435,87591,90839,0.61015999,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Slice of Life']"
200,224947,219215,238381,0.66123512,"['Drama', 'Fantasy', 'Romance']"
385,461946,438071,557763,0.716617095,"['Action', 'Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']"
5151,18642,21595,23137,0.588047653,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']"
1762,89424,100127,71685,0.612359019,"['Comedy', 'Drama']"
359,283069,260027,251451,0.653687198,"['Action', 'Comedy', 'Sci-Fi']"
1089,36353,35028,30876,0.593270293,"['Mystery', 'Supernatural']"
1584,14002,9844,9526,0.586133314,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
1590,88164,96060,85520,0.609835623,"['Drama', 'Magic', 'Psychological', 'Thriller']"
407,69253,48884,69337,0.605571366,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']"
981,222994,133934,128486,0.649453614,"['Comedy', 'Drama', 'Romance', 'School']"
5277,35120,25034,29410,0.591152072,"['Comedy', 'Romance', 'School']"
3082,39596,41536,41750,0.593534874,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']"
1053,203233,169827,198772,0.630597826,"['Action', 'Seinen']"
7,566690,657604,325577,0.743871316,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']"
933,142612,151118,85040,0.626662949,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']"
88,223359,165947,274995,0.648006229,"['Comedy', 'Sci-Fi']"
713,100412,69038,89337,0.617123383,"['Action', 'Comedy', 'Historical', 'Mystery', 'Seinen', 'Supernatural']"
3142,20602,23247,12340,0.587187006,"['Action', 'Mystery', 'Police', 'Shounen']"
1475,55566,46243,60879,0.598078215,"['Game', 'Psychological', 'Seinen', 'Thriller']"
4341,19702,18775,24682,0.58724458,"['Cars', 'Seinen', 'Sports']"
2298,56927,42574,30036,0.599387864,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']"
955,17247,20061,9771,0.584656764,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']"
1198,60637,58165,55995,0.599737136,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']"
593,40623,36434,39200,0.591974012,"['Comedy', 'Shounen', 'Sports']"
275,91796,63141,88509,0.605797942,"['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shoujo', 'Supernatural']"
77,134818,169210,157666,0.624820361,"['Comedy', 'Drama', 'Romance', 'Shoujo']"
265,50778,29742,60876,0.595217892,"['Comedy', 'Drama', 'Shounen', 'Sports']"
1912,103828,126188,109328,0.608666243,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']"
30,152331,94934,136662,0.631632811,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance']"
2416,70822,88364,78320,0.59687056,"['Comedy', 'Josei', 'Music', 'Romance', 'Slice of Life']"
916,24707,24008,29286,0.585754768,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']"
2198,60988,57349,54135,0.597134603,"['Comedy', 'Parody']"
1255,60918,40172,42860,0.594710992,"['Comedy', 'Sci-Fi', 'Space']"
1286,45189,42583,53659,0.593074011,['Drama']
70,104893,65792,82772,0.605486567,"['Comedy', 'Music']"
394,99074,55401,118042,0.611916969,"['Sci-Fi', 'Slice of Life']"
785,66376,42887,80834,0.603250341,"['Sci-Fi', 'Slice of Life']"
108,391628,282870,395815,0.677056353,"['Comedy', 'Romance', 'School', 'Shoujo']"
2374,23701,12896,18612,0.586891857,"['Adventure', 'Sci-Fi', 'Shounen']"
260,342893,203002,205098,0.688139475,"['Psychological', 'Thriller']"
670,440334,522321,421014,0.718491971,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']"
2173,25432,13909,19256,0.584843501,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']"
1137,81384,102984,98791,0.60075886,"['Comedy', 'School', 'Shounen', 'Sports']"
248,255076,256847,253927,0.642120354,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']"
964,120089,91841,117501,0.611875513,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']"
3776,22079,13784,21192,0.584123178,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
1860,64230,44524,64852,0.597844198,"['Comedy', 'School', 'Seinen', 'Slice of Life']"
654,129112,78592,79644,0.617506778,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']"
3564,5001,5857,3243,0.578986684,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']"
261,292622,371301,374245,0.673186704,"['Comedy', 'Romance', 'School']"
3512,41584,27195,25642,0.588102206,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']"
395,87617,59409,67125,0.604475462,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']"
1378,75359,61691,68151,0.599701986,"['Drama', 'Historical', 'Romance']"
873,54211,44735,49724,0.592212286,"['Action', 'Historical', 'Military', 'Seinen']"
118,108053,94425,92582,0.617053786,"['Comedy', 'Josei', 'Slice of Life']"
182,317513,164981,323465,0.673521367,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']"
1783,120351,146794,96734,0.609854867,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']"
300,202249,208626,235265,0.64331286,"['Romance', 'School', 'Slice of Life']"
2385,40355,38732,48988,0.586518918,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']"
665,106888,84036,125500,0.60506468,"['Action', 'Adventure', 'Fantasy', 'Historical']"
1261,216674,122732,219274,0.63760801,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']"
2176,23130,18670,18708,0.583138165,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']"
1429,115295,103849,93526,0.617150012,"['Action', 'Mystery', 'Supernatural']"
1155,36091,46283,34139,0.585074875,"['Comedy', 'School', 'Slice of Life']"
4666,17038,12029,20979,0.580016117,"['Drama', 'Shoujo']"
374,232113,180237,228714,0.653373072,"['Drama', 'Historical', 'Mystery', 'Romance']"
875,20157,21216,16045,0.583270132,"['Comedy', 'Drama', 'Shounen', 'Sports']"
1491,68128,47497,85603,0.595566192,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']"
427,508118,328520,567150,0.700175858,"['Action', 'Comedy', 'School', 'Super Power']"
1608,235003,187890,152593,0.635234534,"['Comedy', 'Romance', 'Shoujo']"
1463,117565,98194,147954,0.618670551,"['Dementia', 'Drama', 'Horror', 'Psychological']"
2935,73218,38582,87446,0.599588617,"['Comedy', 'Fantasy', 'Magic', 'Romance']"
1371,89749,59235,63790,0.603671095,"['Sci-Fi', 'Seinen']"
1799,40420,52154,47901,0.58720598,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shounen', 'Supernatural']"
1059,15442,13798,15335,0.579185443,"['Drama', 'Sports']"
101,584590,392882,623246,0.763032709,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']"
2512,55247,62119,60655,0.592556652,"['Mecha', 'Military', 'Mystery', 'Police', 'Sci-Fi', 'Seinen']"
322,73480,93012,77099,0.598520207,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']"
