id,insta_follower,tiktok,youtube,categories,avg_rating,pricing_LOW,pricing_BELOW_AVG,pricing_AVG,pricing_ABOVE_AVG,pricing_HIGH
1541 ,10675170 ,12224970 ,11815560 ,"Category 8,Category 7,Category 2",8.64 ,0 ,0 ,1 ,1 ,1 
726 ,2467590 ,2611350 ,2358030 ,"Category 1,Category 4,Category 6",8.64 ,0 ,0 ,1 ,0 ,0 
84 ,3425190 ,6513960 ,7235130 ,"Category 8,Category 5,Category 2",8.64 ,0 ,0 ,1 ,1 ,1 
138 ,13915050 ,22326720 ,35378340 ,"Category 8,Category 5,Category 2",8.62 ,0 ,0 ,1 ,1 ,1 
267 ,5535750 ,7988220 ,12583290 ,"Category 3,Category 4,Category 2,Category 5",8.62 ,0 ,0 ,1 ,1 ,1 
1121 ,5772720 ,8166960 ,9565860 ,"Category 7,Category 6",8.61 ,0 ,0 ,1 ,1 ,1 
148 ,5923170 ,5719080 ,4812060 ,"Category 8,Category 2",8.61 ,0 ,0 ,1 ,1 ,0 
287 ,10468530 ,13002810 ,15886650 ,"Category 4,Category 2,Category 5",8.61 ,0 ,0 ,1 ,1 ,1 
3301 ,333120 ,523620 ,654570 ,"Category 6,Category 1,Category 4,Category 5",8.60 ,1 ,1 ,0 ,0 ,0 
1316 ,2809710 ,4026990 ,4143990 ,"Category 8,Category 1,Category 4,Category 2",8.60 ,0 ,0 ,1 ,0 ,0 
1577 ,1535550 ,2715330 ,4771740 ,"Category 6,Category 1,Category 4,Category 5",8.59 ,0 ,0 ,1 ,0 ,0 
441 ,8923620 ,14514330 ,12621180 ,"Category 8,Category 6,Category 1,Category 7",8.59 ,0 ,0 ,1 ,1 ,1 
257 ,12763710 ,15650790 ,29157870 ,"Category 6,Category 1,Category 7,Category 2",8.59 ,0 ,0 ,1 ,1 ,1 
1434 ,2138850 ,1727100 ,3288390 ,"Category 1,Category 2",8.59 ,0 ,0 ,1 ,0 ,0 
2987 ,2188740 ,3463170 ,3112260 ,"Category 6,Category 1,Category 5",8.59 ,0 ,0 ,1 ,0 ,0 
292 ,2424750 ,4428510 ,8802630 ,"Category 8,Category 4",8.58 ,0 ,0 ,1 ,1 ,0 
389 ,5246340 ,4912530 ,9667500 ,"Category 1,Category 2",8.58 ,0 ,0 ,1 ,1 ,1 
209 ,7299750 ,12439050 ,11169420 ,"Category 3,Category 4,Category 2,Category 5",8.58 ,0 ,0 ,1 ,1 ,1 
1079 ,859590 ,1659780 ,1686150 ,"Category 3,Category 2,Category 5",8.58 ,0 ,0 ,0 ,0 ,0 
1206 ,3419790 ,4522920 ,5377020 ,"Category 1,Category 7,Category 6",8.57 ,0 ,0 ,1 ,1 ,0 
742 ,2869740 ,3025800 ,3938550 ,"Category 8,Category 1,Category 2,Category 7",8.57 ,0 ,0 ,1 ,0 ,0 
939 ,937020 ,1489530 ,2791920 ,"Category 1,Category 6",8.57 ,0 ,0 ,1 ,0 ,0 
579 ,2477100 ,3404640 ,6409650 ,"Category 3,Category 4,Category 2,Category 5",8.56 ,0 ,0 ,1 ,0 ,0 
142 ,5845650 ,9417390 ,15309000 ,"Category 5,Category 2",8.56 ,0 ,0 ,1 ,1 ,1 
2798 ,769230 ,840060 ,1491360 ,"Category 2,Category 6",8.55 ,0 ,1 ,0 ,0 ,0 
328 ,5811480 ,6580920 ,8975730 ,"Category 8,Category 1,Category 5",8.55 ,0 ,0 ,1 ,1 ,1 
39 ,5917680 ,8873160 ,16108380 ,"Category 3,Category 2,Category 5",8.55 ,0 ,0 ,1 ,1 ,1 
678 ,10896450 ,11567790 ,10139400 ,"Category 8,Category 1,Category 7,Category 5",8.54 ,0 ,0 ,1 ,1 ,1 
985 ,1020330 ,1943520 ,2550330 ,"Category 4,Category 7,Category 1,Category 5,Category 8",8.54 ,0 ,0 ,1 ,0 ,0 
202 ,26886870 ,32951340 ,47515440 ,"Category 8,Category 1,Category 4,Category 2",8.54 ,0 ,0 ,1 ,1 ,1 
139 ,4546830 ,6180720 ,7217790 ,"Category 4,Category 2,Category 5",8.53 ,0 ,0 ,1 ,1 ,1 
1086 ,1593240 ,1711350 ,2507160 ,"Category 3,Category 2,Category 5",8.53 ,0 ,0 ,1 ,0 ,0 
3110 ,865920 ,1208220 ,1976190 ,"Category 9,Category 2,Category 5",8.53 ,0 ,0 ,0 ,0 ,0 
540 ,5466720 ,4896900 ,5803980 ,"Category 1,Category 6",8.53 ,0 ,0 ,1 ,1 ,0 
170 ,8651280 ,7515060 ,12314550 ,"Category 8,Category 6,Category 7,Category 2",8.53 ,0 ,0 ,1 ,1 ,1 
1824 ,1326690 ,1354410 ,2346510 ,"Category 6,Category 1,Category 2",8.53 ,0 ,0 ,1 ,0 ,0 
180 ,2582220 ,3006840 ,2678610 ,"Category 3,Category 2,Category 5",8.52 ,0 ,0 ,1 ,0 ,0 
376 ,13608900 ,11436360 ,10897290 ,"Category 8,Category 1",8.51 ,0 ,0 ,1 ,1 ,1 
911 ,5705910 ,5856450 ,8437740 ,"Category 8,Category 1,Category 4",8.51 ,0 ,0 ,1 ,1 ,1 
135 ,13889220 ,22304460 ,27828180 ,"Category 8,Category 7,Category 2",8.51 ,0 ,0 ,1 ,1 ,1 
403 ,7633080 ,12636090 ,16570800 ,"Category 2,Category 5",8.52 ,0 ,0 ,1 ,1 ,1 
173 ,15273270 ,19791450 ,27894630 ,"Category 6,Category 1,Category 7",8.50 ,0 ,0 ,1 ,1 ,1 
1385 ,6777810 ,10358460 ,9244530 ,Category 5,8.50 ,0 ,0 ,1 ,1 ,1 
1160 ,1155930 ,1485420 ,2421930 ,"Category 3,Category 4,Category 2,Category 5",8.50 ,0 ,0 ,1 ,0 ,0 
214 ,7350780 ,12917700 ,16889400 ,"Category 8,Category 1,Category 4",8.50 ,0 ,0 ,1 ,1 ,1 
411 ,4072050 ,3797490 ,4729590 ,"Category 8,Category 7,Category 2",8.50 ,0 ,0 ,1 ,0 ,0 
1124 ,402150 ,366840 ,719280 ,"Category 3,Category 2,Category 5",8.50 ,1 ,1 ,0 ,0 ,0 
533 ,11702280 ,14858880 ,16759830 ,"Category 1,Category 4,Category 5",8.50 ,0 ,0 ,1 ,1 ,1 
329 ,5550450 ,7358070 ,14230110 ,"Category 4,Category 2,Category 5",8.50 ,0 ,0 ,1 ,1 ,1 
99 ,6217230 ,11683500 ,10086630 ,"Category 1,Category 4,Category 2",8.49 ,0 ,0 ,1 ,1 ,1 
1591 ,2560830 ,4581480 ,8670000 ,"Category 8,Category 7,Category 2",8.49 ,0 ,0 ,1 ,1 ,0 
1094 ,743640 ,1002300 ,954390 ,"Category 3,Category 2,Category 5",8.49 ,0 ,1 ,0 ,0 ,0 
1469 ,2665500 ,2596650 ,3920820 ,"Category 8,Category 1,Category 7",8.49 ,0 ,0 ,1 ,0 ,0 
1865 ,4406850 ,8202540 ,12832050 ,"Category 2,Category 5",8.49 ,0 ,0 ,1 ,1 ,1 
1063 ,187770 ,360030 ,396450 ,"Category 3,Category 2",8.48 ,1 ,1 ,0 ,0 ,0 
575 ,4987650 ,4603530 ,7558140 ,"Category 1,Category 4",8.48 ,0 ,0 ,1 ,1 ,1 
307 ,8983020 ,17083860 ,30415590 ,"Category 8,Category 1,Category 4",8.48 ,0 ,0 ,1 ,1 ,1 
166 ,4397760 ,6344310 ,6805410 ,"Category 3,Category 2",8.48 ,0 ,0 ,1 ,1 ,1 
32 ,8144520 ,15451680 ,28427850 ,"Category 8,Category 4,Category 5",8.48 ,0 ,0 ,1 ,1 ,1 
388 ,5834730 ,8404140 ,13355040 ,"Category 1,Category 7,Category 6",8.47 ,0 ,0 ,1 ,1 ,1 
34 ,4298190 ,5458740 ,8058990 ,"Category 8,Category 4",8.47 ,0 ,0 ,1 ,1 ,1 
224 ,18068730 ,32799630 ,52689600 ,"Category 8,Category 3,Category 4,Category 5",8.47 ,0 ,0 ,1 ,1 ,1 
4313 ,452220 ,388890 ,413190 ,"Category 1,Category 4,Category 2,Category 5",8.47 ,1 ,1 ,0 ,0 ,0 
1887 ,5850510 ,7656270 ,10911630 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.47 ,0 ,0 ,1 ,1 ,1 
1757 ,3084660 ,2986050 ,2435550 ,"Category 1,Category 4,Category 5",8.46 ,0 ,0 ,1 ,0 ,0 
160 ,10149450 ,13727760 ,13635570 ,"Category 3,Category 4,Category 2,Category 5",8.46 ,0 ,0 ,1 ,1 ,1 
2294 ,4710750 ,9262350 ,11692860 ,"Category 3,Category 2,Category 5",8.46 ,0 ,0 ,1 ,1 ,1 
370 ,6314730 ,7500240 ,9191250 ,"Category 8,Category 1,Category 4,Category 2",8.46 ,0 ,0 ,1 ,1 ,1 
1306 ,2776290 ,2492820 ,3105240 ,"Category 8,Category 1,Category 2",8.45 ,0 ,0 ,1 ,0 ,0 
1117 ,4786440 ,7893630 ,7148130 ,"Category 7,Category 6",8.46 ,0 ,0 ,1 ,1 ,1 
1158 ,6179610 ,11483400 ,17216730 ,"Category 8,Category 1,Category 4",8.45 ,0 ,0 ,1 ,1 ,1 
3444 ,1102530 ,1820520 ,3081450 ,"Category 8,Category 2",8.45 ,0 ,0 ,1 ,0 ,0 
1915 ,2987370 ,4863780 ,5584860 ,"Category 8,Category 7",8.45 ,0 ,0 ,1 ,1 ,0 
532 ,6468900 ,5457120 ,10407750 ,"Category 6,Category 2,Category 7",8.45 ,0 ,0 ,1 ,1 ,1 
76 ,19014510 ,36645120 ,32024160 ,"Category 2,Category 5",8.45 ,0 ,0 ,1 ,1 ,1 
560 ,8676180 ,14333610 ,14950830 ,"Category 6,Category 4,Category 2",8.44 ,0 ,0 ,1 ,1 ,1 
689 ,1738890 ,3091830 ,3751140 ,"Category 8,Category 1,Category 4,Category 2",8.44 ,0 ,0 ,1 ,0 ,0 
1986 ,3235650 ,4827300 ,4995960 ,"Category 8,Category 7,Category 5",8.43 ,0 ,0 ,1 ,1 ,0 
14 ,6567840 ,9470100 ,8591430 ,"Category 1,Category 4,Category 2,Category 5",8.43 ,0 ,0 ,1 ,1 ,1 
681 ,3765090 ,4593840 ,5761440 ,"Category 1,Category 4",8.43 ,0 ,0 ,1 ,1 ,0 
2174 ,853860 ,1067760 ,1777680 ,"Category 4,Category 7",8.42 ,0 ,0 ,0 ,0 ,0 
1148 ,8024520 ,12437040 ,22141410 ,"Category 8,Category 1,Category 4",8.42 ,0 ,0 ,1 ,1 ,1 
1033 ,1231830 ,2126640 ,1946370 ,"Category 3,Category 4,Category 2,Category 5",8.42 ,0 ,0 ,1 ,0 ,0 
1256 ,9948810 ,8639070 ,13514730 ,"Category 8,Category 1,Category 4,Category 5",8.42 ,0 ,0 ,1 ,1 ,1 
74 ,6322080 ,12352260 ,11790210 ,"Category 8,Category 5,Category 2",8.42 ,0 ,0 ,1 ,1 ,1 
719 ,2550600 ,4005000 ,6829770 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.42 ,0 ,0 ,1 ,1 ,0 
537 ,6543030 ,8537220 ,7255620 ,"Category 8,Category 7",8.41 ,0 ,0 ,1 ,1 ,1 
1011 ,1595040 ,2972820 ,3406290 ,"Category 1,Category 4",8.41 ,0 ,0 ,1 ,0 ,0 
1013 ,1673610 ,2791410 ,2974410 ,"Category 1,Category 4",8.41 ,0 ,0 ,1 ,0 ,0 
1423 ,2017830 ,3693240 ,5904030 ,"Category 4,Category 7,Category 1,Category 5,Category 8",8.41 ,0 ,0 ,1 ,0 ,0 
1032 ,920670 ,1316940 ,1103400 ,"Category 3,Category 4,Category 2,Category 5",8.41 ,0 ,0 ,0 ,0 ,0 
1081 ,2491680 ,4924350 ,7427700 ,"Category 1,Category 3,Category 7",8.41 ,0 ,0 ,1 ,1 ,0 
1484 ,4449840 ,6707490 ,9453360 ,"Category 3,Category 4,Category 2,Category 5",8.40 ,0 ,0 ,1 ,1 ,1 
1935 ,6792900 ,12417090 ,18872700 ,"Category 4,Category 7,Category 2,Category 1,Category 8,Category 6",8.40 ,0 ,0 ,1 ,1 ,1 
530 ,4129080 ,3583830 ,6152760 ,"Category 6,Category 1,Category 7,Category 2",8.40 ,0 ,0 ,1 ,1 ,0 
1055 ,885840 ,1618380 ,1990800 ,"Category 3,Category 4,Category 2",8.40 ,0 ,0 ,1 ,0 ,0 
2055 ,1262280 ,2338170 ,4186290 ,"Category 6,Category 1,Category 2",8.40 ,0 ,0 ,1 ,0 ,0 
963 ,849060 ,1089930 ,1011300 ,"Category 8,Category 5,Category 2",8.40 ,0 ,1 ,0 ,0 ,0 
46 ,8736840 ,13475010 ,24749820 ,"Category 7,Category 2,Category 5",8.40 ,0 ,0 ,1 ,1 ,1 
3073 ,965640 ,834510 ,1634010 ,"Category 1,Category 4,Category 2",8.40 ,0 ,0 ,0 ,0 ,0 
413 ,11411250 ,11005590 ,9206010 ,"Category 2,Category 5",8.40 ,0 ,0 ,1 ,1 ,1 
9 ,21533880 ,23004180 ,30339630 ,"Category 8,Category 1,Category 2,Category 5",8.39 ,0 ,0 ,1 ,1 ,1 
369 ,14468040 ,27785580 ,42742740 ,"Category 8,Category 2,Category 7",8.39 ,0 ,0 ,1 ,1 ,1 
592 ,1435200 ,1561470 ,1298940 ,"Category 3,Category 4,Category 5",8.39 ,0 ,0 ,0 ,0 ,0 
525 ,2281530 ,4327710 ,3845100 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.39 ,0 ,0 ,1 ,0 ,0 
37 ,12668130 ,19021080 ,21536310 ,"Category 2,Category 5",8.39 ,0 ,0 ,1 ,1 ,1 
3141 ,653940 ,669990 ,712140 ,"Category 1,Category 4,Category 7",8.38 ,0 ,1 ,0 ,0 ,0 
103 ,16692930 ,31152360 ,51633240 ,"Category 8,Category 1,Category 7",8.38 ,0 ,0 ,1 ,1 ,1 
2417 ,2030910 ,2314260 ,1957470 ,"Category 3,Category 2,Category 5",8.38 ,0 ,0 ,1 ,0 ,0 
1939 ,3151320 ,4295760 ,7243290 ,"Category 6,Category 1,Category 2",8.38 ,0 ,0 ,1 ,1 ,0 
341 ,2134080 ,2066850 ,3862920 ,"Category 3,Category 6",8.38 ,0 ,0 ,1 ,0 ,0 
31 ,4531830 ,6121890 ,10328550 ,"Category 8,Category 6,Category 4,Category 2",8.38 ,0 ,0 ,1 ,1 ,1 
1575 ,816390 ,1027290 ,2028240 ,"Category 6,Category 1,Category 5",8.37 ,0 ,0 ,0 ,0 ,0 
2292 ,1844790 ,3026400 ,3797610 ,Category 2,8.37 ,0 ,0 ,1 ,0 ,0 
372 ,2973840 ,2707440 ,3532110 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.37 ,0 ,0 ,1 ,0 ,0 
930 ,1366410 ,1811970 ,3426810 ,"Category 8,Category 1",8.37 ,0 ,0 ,1 ,0 ,0 
50 ,7743090 ,7139340 ,11174400 ,"Category 1,Category 4,Category 5",8.37 ,0 ,0 ,1 ,1 ,1 
251 ,3686850 ,4195050 ,5986320 ,"Category 8,Category 1,Category 4,Category 5",8.37 ,0 ,0 ,1 ,1 ,0 
368 ,10047960 ,16951770 ,14008950 ,"Category 8,Category 1,Category 4,Category 2",8.37 ,0 ,0 ,1 ,1 ,1 
325 ,8460060 ,16237710 ,16065270 ,"Category 1,Category 4,Category 2,Category 5",8.36 ,0 ,0 ,1 ,1 ,1 
1139 ,2010960 ,3296130 ,4353540 ,"Category 4,Category 2,Category 5",8.36 ,0 ,0 ,1 ,0 ,0 
949 ,2154600 ,2118810 ,2012550 ,"Category 8,Category 2,Category 5",8.36 ,0 ,0 ,1 ,0 ,0 
1106 ,368460 ,619560 ,538350 ,"Category 3,Category 2,Category 5",8.36 ,1 ,1 ,0 ,0 ,0 
2680 ,825960 ,870120 ,1111830 ,"Category 8,Category 1,Category 4",8.36 ,0 ,1 ,0 ,0 ,0 
1105 ,3030810 ,4236090 ,7788990 ,"Category 4,Category 2,Category 5",8.36 ,0 ,0 ,1 ,1 ,0 
115 ,7406970 ,5995830 ,7301520 ,"Category 4,Category 2,Category 5",8.35 ,0 ,0 ,1 ,1 ,1 
161 ,7767420 ,13762800 ,16720020 ,"Category 4,Category 2,Category 5",8.35 ,0 ,0 ,1 ,1 ,1 
206 ,5692230 ,7633410 ,10091610 ,"Category 7,Category 2,Category 5",8.35 ,0 ,0 ,1 ,1 ,1 
995 ,1794450 ,3218460 ,3705870 ,"Category 8,Category 5",8.35 ,0 ,0 ,1 ,0 ,0 
1067 ,840060 ,701670 ,1109610 ,"Category 3,Category 4,Category 2,Category 5",8.35 ,0 ,1 ,0 ,0 ,0 
967 ,1607700 ,1359690 ,1881750 ,"Category 7,Category 2",8.35 ,0 ,0 ,1 ,0 ,0 
2123 ,955680 ,1355100 ,1234620 ,"Category 2,Category 5",8.34 ,0 ,0 ,0 ,0 ,0 
1263 ,6691080 ,5524350 ,6308580 ,"Category 1,Category 7,Category 6",8.34 ,0 ,0 ,1 ,1 ,1 
131 ,3457560 ,4248600 ,8024130 ,"Category 3,Category 5",8.34 ,0 ,0 ,1 ,1 ,0 
1002 ,687000 ,736410 ,1176210 ,"Category 1,Category 4,Category 3,Category 2",8.34 ,0 ,1 ,0 ,0 ,0 
2701 ,399450 ,574290 ,480270 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.34 ,1 ,1 ,0 ,0 ,0 
1992 ,1754760 ,1584750 ,1601250 ,"Category 8,Category 1,Category 4,Category 2",8.34 ,0 ,0 ,1 ,0 ,0 
1720 ,1144410 ,1334730 ,1374060 ,"Category 7,Category 6",8.34 ,0 ,0 ,0 ,0 ,0 
697 ,2248230 ,2358030 ,3895710 ,"Category 8,Category 7,Category 2,Category 5",8.34 ,0 ,0 ,1 ,0 ,0 
1920 ,1967820 ,2752920 ,5106540 ,"Category 4,Category 7,Category 2,Category 1,Category 8,Category 6",8.33 ,0 ,0 ,1 ,0 ,0 
289 ,11517420 ,17623680 ,31013940 ,"Category 3,Category 7,Category 2",8.33 ,0 ,0 ,1 ,1 ,1 
449 ,18011520 ,18812100 ,15795090 ,"Category 4,Category 2,Category 1,Category 5,Category 8,Category 6",8.33 ,0 ,0 ,1 ,1 ,1 
1471 ,2969880 ,2502060 ,2575050 ,"Category 3,Category 1,Category 7",8.33 ,0 ,0 ,1 ,0 ,0 
1012 ,1710870 ,1582560 ,2719500 ,"Category 1,Category 4",8.33 ,0 ,0 ,1 ,0 ,0 
1362 ,3281760 ,5531040 ,10985100 ,"Category 1,Category 3,Category 6",8.33 ,0 ,0 ,1 ,1 ,1 
151 ,4756830 ,9151110 ,7403910 ,"Category 3,Category 2,Category 5",8.32 ,0 ,0 ,1 ,1 ,1 
6641 ,186870 ,162480 ,198150 ,"Category 1,Category 4,Category 7",8.32 ,1 ,1 ,0 ,0 ,0 
363 ,11269860 ,20334000 ,32515590 ,"Category 8,Category 1,Category 4,Category 5",8.32 ,0 ,0 ,1 ,1 ,1 
1156 ,3191460 ,5474400 ,8195190 ,"Category 8,Category 1,Category 4",8.32 ,0 ,0 ,1 ,1 ,0 
1890 ,1789560 ,2775840 ,4958070 ,Category 2,8.32 ,0 ,0 ,1 ,0 ,0 
612 ,2833050 ,5219850 ,7101090 ,"Category 8,Category 5,Category 4,Category 2",8.32 ,0 ,0 ,1 ,1 ,0 
200 ,6748410 ,6913260 ,5547270 ,"Category 8,Category 2",8.32 ,0 ,0 ,1 ,1 ,1 
385 ,13858380 ,11537100 ,19772430 ,"Category 6,Category 1,Category 2,Category 7",8.32 ,0 ,0 ,1 ,1 ,1 
5151 ,559260 ,888060 ,1452210 ,"Category 4,Category 2,Category 1,Category 5,Category 8",8.32 ,0 ,1 ,0 ,0 ,0 
1762 ,2682720 ,4218930 ,4269330 ,"Category 2,Category 5",8.32 ,0 ,0 ,1 ,0 ,0 
359 ,8492070 ,13611810 ,19036110 ,"Category 6,Category 1,Category 5",8.32 ,0 ,0 ,1 ,1 ,1 
1089 ,1090590 ,2027490 ,2852850 ,"Category 8,Category 7",8.32 ,0 ,0 ,1 ,0 ,0 
1584 ,420060 ,490980 ,917430 ,"Category 6,Category 1,Category 4,Category 5",8.31 ,1 ,1 ,0 ,0 ,0 
1590 ,2644920 ,2910960 ,3799770 ,"Category 8,Category 7,Category 2",8.31 ,0 ,0 ,1 ,0 ,0 
407 ,2077590 ,1912410 ,1628820 ,"Category 9,Category 2,Category 5",8.31 ,0 ,0 ,1 ,0 ,0 
981 ,6689820 ,8859690 ,11624550 ,"Category 2,Category 5",8.31 ,0 ,0 ,1 ,1 ,1 
5277 ,1053600 ,1889910 ,1640010 ,"Category 2,Category 5",8.31 ,0 ,0 ,1 ,0 ,0 
3082 ,1187880 ,2125140 ,3883620 ,"Category 8,Category 5,Category 4,Category 6",8.30 ,0 ,0 ,1 ,0 ,0 
