	anime_ids	name	genre	type	episodes	rating	members
61	3301	Gintama: Yorinuki Gintama-san on Theater 2D	"Action,Comedy,Sci-Fi,Shounen"	Movie	"Action,Comedy,Sci-Fi,Shounen"	8.6	11104
62	1316	JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season	"Action,Adventure,Drama,Shounen,Supernatural"	TV	"Action,Adventure,Drama,Shounen,Supernatural"	8.6	93657
63	1577	Gintama Movie: Shinyaku Benizakura-hen	"Action,Comedy,Sci-Fi,Shounen"	Movie	"Action,Comedy,Sci-Fi,Shounen"	8.59	51185
64	441	Hellsing Ultimate	"Action,Supernatural"	OVA	"Action,Supernatural"	8.59	297454
65	257	Kiseijuu: Sei no Kakuritsu	"Action,Drama,Sci-Fi"	TV	"Action,Drama,Sci-Fi"	8.59	425457
66	1434	Shouwa Genroku Rakugo Shinjuu	Drama	TV	Drama	8.59	71295
67	2987	Uchuu Kyoudai	"Comedy,Sci-Fi"	TV	"Comedy,Sci-Fi"	8.59	72958
68	292	Bakemono no Ko	"Adventure,Supernatural"	Movie	"Adventure,Supernatural"	8.58	80825
69	389	Hotaru no Haka	Drama	Movie	Drama	8.58	174878
70	209	Kuroko no Basket 2nd Season	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.58	243325
71	1079	Major S5	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.58	28653
72	1206	Ghost in the Shell: Stand Alone Complex 2nd GIG	"Action,Sci-Fi"	TV	"Action,Sci-Fi"	8.57	113993
73	742	Kara no Kyoukai 7: Satsujin Kousatsu (Kou)	"Action,Romance,Supernatural"	Movie	"Action,Romance,Supernatural"	8.57	95658
74	939	Kingdom 2nd Season	Action	TV	Action	8.57	31234
75	579	Slam Dunk	"Comedy,Drama,School,Shounen"	TV	"Comedy,Drama,School,Shounen"	8.56	82570
77	2798	Girls und Panzer der Film	School	Movie	School	8.55	25641
78	328	Mob Psycho 100	"Action,Comedy,Supernatural"	TV	"Action,Comedy,Supernatural"	8.55	193716
79	39	Nana	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.55	197256
80	678	Baccano!	"Action,Comedy,Supernatural"	TV	"Action,Comedy,Supernatural"	8.54	363215
81	985	Mushishi Zoku Shou: Odoro no Michi	"Adventure,Fantasy,Supernatural"	Special	"Adventure,Fantasy,Supernatural"	8.54	34011
82	202	Shingeki no Kyojin	"Action,Drama,Fantasy,Shounen"	TV	"Action,Drama,Fantasy,Shounen"	8.54	896229
83	139	Bakuman. 2nd Season	"Comedy,Drama,Romance,Shounen"	TV	"Comedy,Drama,Romance,Shounen"	8.53	151561
84	1086	Cross Game	"Comedy,Drama,Romance,School"	TV	"Comedy,Drama,Romance,School"	8.53	53108
85	3110	Doukyuusei (Movie)	"Romance,School"	Movie	"Romance,School"	8.53	28864
86	540	Evangelion: 2.0 You Can (Not) Advance	"Action,Sci-Fi"	Movie	"Action,Sci-Fi"	8.53	182224
87	170	Shinsekai yori	"Drama,Sci-Fi,Supernatural"	TV	"Drama,Sci-Fi,Supernatural"	8.53	288376
88	1824	Uchuu Senkan Yamato 2199	"Action,Drama,Sci-Fi"	OVA	"Action,Drama,Sci-Fi"	8.53	44223
89	180	Chihayafuru 2	Drama	TV	Drama	8.52	86074
90	376	Fate/Zero	"Action,Fantasy,Supernatural"	TV	"Action,Fantasy,Supernatural"	8.51	453630
91	911	JoJo no Kimyou na Bouken (TV)	"Action,Adventure,Shounen,Supernatural"	TV	"Action,Adventure,Shounen,Supernatural"	8.51	190197
92	135	Mahou Shoujo Madoka?Magica	Drama	TV	Drama	8.51	462974
93	403	Nichijou	"Comedy,School"	TV	"Comedy,School"	8.52	254436
94	173	Psycho-Pass	"Action,Sci-Fi"	TV	"Action,Sci-Fi"	8.5	509109
95	1385	Barakamon	Comedy	TV	Comedy	8.5	225927
96	1160	Diamond no Ace: Second Season	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.5	38531
97	214	Magi: The Kingdom of Magic	"Action,Adventure,Fantasy,Shounen"	TV	"Action,Adventure,Fantasy,Shounen"	8.5	245026
98	411	Mahou Shoujo Madoka?Magica Movie 3: Hangyaku no Monogatari	Drama	Movie	Drama	8.5	135735
99	1124	Major: World Series	"Comedy,Drama"	OVA	"Comedy,Drama"	8.5	13405
100	533	Samurai Champloo	"Action,Adventure,Comedy,Shounen"	TV	"Action,Adventure,Comedy,Shounen"	8.5	390076
101	329	Shokugeki no Souma: Ni no Sara	"School,Shounen"	TV	"School,Shounen"	8.5	185015
102	99	Katanagatari	"Action,Adventure,Romance"	TV	"Action,Adventure,Romance"	8.49	207241
103	1591	Mahou Shoujo Madoka?Magica Movie 2: Eien no Monogatari	Drama	Movie	Drama	8.49	85361
104	1094	Major S6	"Comedy,Drama"	TV	"Comedy,Drama"	8.49	24788
105	1469	Mononoke	"Fantasy,Supernatural"	TV	"Fantasy,Supernatural"	8.49	88850
106	1865	Shirobako	"Comedy,Drama"	TV	"Comedy,Drama"	8.49	146895
107	1063	Ashita no Joe 2	Drama	TV	Drama	8.48	6259
108	575	Hunter x Hunter	"Action,Adventure,Shounen"	TV	"Action,Adventure,Shounen"	8.48	166255
109	307	Noragami Aragoto	"Action,Adventure,Shounen,Supernatural"	TV	"Action,Adventure,Shounen,Supernatural"	8.48	299434
110	166	Sakamichi no Apollon	"Drama,Romance,School"	TV	"Drama,Romance,School"	8.48	146592
111	32	Tonari no Totoro	"Adventure,Comedy,Supernatural"	Movie	"Adventure,Comedy,Supernatural"	8.48	271484
112	388	Ghost in the Shell: Stand Alone Complex	"Action,Sci-Fi"	TV	"Action,Sci-Fi"	8.47	194491
113	34	Kaze no Tani no Nausicaä	"Adventure,Fantasy"	Movie	"Adventure,Fantasy"	8.47	143273
114	224	No Game No Life	"Adventure,Comedy,Fantasy,Supernatural"	TV	"Adventure,Comedy,Fantasy,Supernatural"	8.47	602291
115	4313	Romeo no Aoi Sora	"Adventure,Drama"	TV	"Adventure,Drama"	8.47	15074
116	1887	Yuu?Yuu?Hakusho	"Action,Comedy,Fantasy,School,Shounen"	TV	"Action,Comedy,Fantasy,School,Shounen"	8.47	195017
117	1757	Kino no Tabi: The Beautiful World	"Action,Adventure"	TV	"Action,Adventure"	8.46	102822
118	160	Kuroko no Basket	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.46	338315
119	2294	Nodame Cantabile	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.46	157025
120	370	Ookami to Koushinryou II	"Adventure,Fantasy,Romance"	TV	"Adventure,Fantasy,Romance"	8.46	210491
121	1306	Shingeki no Kyojin: Kuinaki Sentaku	"Action,Fantasy,Supernatural"	OVA	"Action,Fantasy,Supernatural"	8.45	92543
122	1117	Steins;Gate: Oukoubakko no Poriomania	Sci-Fi	Special	Sci-Fi	8.46	159548
123	1158	Fate/stay night: Unlimited Blade Works 2nd Season	"Action,Fantasy,Shounen,Supernatural"	TV	"Action,Fantasy,Shounen,Supernatural"	8.45	205987
124	3444	Kemono no Souja Erin	"Drama,Fantasy"	TV	"Drama,Fantasy"	8.45	36751
125	1915	Kizumonogatari I: Tekketsu-hen	Supernatural	Movie	Supernatural	8.45	99579
126	532	Neon Genesis Evangelion: The End of Evangelion	"Drama,Sci-Fi"	Movie	"Drama,Sci-Fi"	8.45	215630
127	76	Toradora!	"Comedy,Romance,School"	TV	"Comedy,Romance,School"	8.45	633817
128	560	Toki wo Kakeru Shoujo	"Adventure,Drama,Romance,Sci-Fi"	Movie	"Adventure,Drama,Romance,Sci-Fi"	8.44	289206
129	689	Tsubasa: Tokyo Revelations	"Action,Adventure,Drama,Fantasy,Romance,Shounen"	OVA	"Action,Adventure,Drama,Fantasy,Romance,Shounen"	8.44	57963
130	1986	Owarimonogatari	"Comedy,Supernatural"	TV	"Comedy,Supernatural"	8.43	107855
131	14	Rurouni Kenshin: Meiji Kenkaku Romantan	"Action,Adventure,Comedy,Romance"	TV	"Action,Adventure,Comedy,Romance"	8.43	218928
132	681	Stranger: Mukou Hadan	"Action,Adventure"	Movie	"Action,Adventure"	8.43	125503
133	2174	Detective Conan Movie 06: The Phantom of Baker Street	"Adventure,Shounen"	Movie	"Adventure,Shounen"	8.42	28462
134	1148	Fate/stay night: Unlimited Blade Works	"Action,Fantasy,Shounen,Supernatural"	TV	"Action,Fantasy,Shounen,Supernatural"	8.42	267484
135	1033	Major S1	"Comedy,Drama,Shounen"	TV	"Comedy,Drama,Shounen"	8.42	41061
136	1256	Nanatsu no Taizai	"Action,Adventure,Fantasy,Shounen,Supernatural"	TV	"Action,Adventure,Fantasy,Shounen,Supernatural"	8.42	331627
137	74	Natsume Yuujinchou	"Drama,Fantasy,Supernatural"	TV	"Drama,Fantasy,Supernatural"	8.42	210736
138	719	One Piece Film: Strong World	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	Movie	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	8.42	85020
139	537	Higurashi no Naku Koro ni Kai	Supernatural	TV	Supernatural	8.41	218101
140	1011	Hunter x Hunter OVA	"Action,Adventure,Shounen"	OVA	"Action,Adventure,Shounen"	8.41	53168
141	1013	Hunter x Hunter: Greed Island Final	"Action,Adventure,Shounen"	OVA	"Action,Adventure,Shounen"	8.41	55787
142	1423	Kuroshitsuji: Book of Murder	"Comedy,Fantasy,Shounen,Supernatural"	OVA	"Comedy,Fantasy,Shounen,Supernatural"	8.41	67261
143	1032	Major S2	"Comedy,Drama,Shounen"	TV	"Comedy,Drama,Shounen"	8.41	30689
145	1484	Beck	"Comedy,Drama,Shounen"	TV	"Comedy,Drama,Shounen"	8.4	148328
146	1935	Berserk	"Action,Adventure,Drama,Fantasy,Romance,Supernatural"	TV	"Action,Adventure,Drama,Fantasy,Romance,Supernatural"	8.4	226430
147	530	Cowboy Bebop: Tengoku no Tobira	"Action,Drama,Sci-Fi"	Movie	"Action,Drama,Sci-Fi"	8.4	137636
148	1055	Major S3	"Drama,Shounen"	TV	"Drama,Shounen"	8.4	29528
149	2055	Mobile Suit Gundam Unicorn	"Action,Drama,Sci-Fi"	OVA	"Action,Drama,Sci-Fi"	8.4	42076
150	963	Natsume Yuujinchou: Itsuka Yuki no Hi ni	"Drama,Fantasy,Supernatural"	OVA	"Drama,Fantasy,Supernatural"	8.4	28302
151	46	NHK ni Youkoso!	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.4	291228
152	3073	Rose of Versailles	"Adventure,Drama,Romance"	TV	"Adventure,Drama,Romance"	8.4	32188
153	413	Sakurasou no Pet na Kanojo	"Comedy,Drama,Romance,School"	TV	"Comedy,Drama,Romance,School"	8.4	380375
154	9	Angel Beats!	"Action,Comedy,Drama,School,Supernatural"	TV	"Action,Comedy,Drama,School,Supernatural"	8.39	717796
155	369	Bakemonogatari	"Romance,Supernatural"	TV	"Romance,Supernatural"	8.39	482268
156	592	Hajime no Ippo: Champion Road	"Comedy,Shounen"	Special	"Comedy,Shounen"	8.39	47840
157	525	One Piece Film: Z	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	Movie	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	8.39	76051
158	37	Ouran Koukou Host Club	"Comedy,Romance,School"	TV	"Comedy,Romance,School"	8.39	422271
159	3141	Detective Conan Movie 13: The Raven Chaser	"Action,Shounen"	Movie	"Action,Shounen"	8.38	21798
160	103	Durarara!!	"Action,Supernatural"	TV	"Action,Supernatural"	8.38	556431
161	2417	Nodame Cantabile Finale	"Comedy,Romance"	TV	"Comedy,Romance"	8.38	67697
162	1939	Planetes	"Drama,Romance,Sci-Fi"	TV	"Drama,Romance,Sci-Fi"	8.38	105044
163	341	Shelter	Sci-Fi	Music	Sci-Fi	8.38	71136
164	31	Tenkuu no Shiro Laputa	"Adventure,Fantasy,Romance,Sci-Fi"	Movie	"Adventure,Fantasy,Romance,Sci-Fi"	8.38	151061
165	1575	Gintama: Shiroyasha Koutan	"Action,Comedy,Sci-Fi"	Special	"Action,Comedy,Sci-Fi"	8.37	27213
166	2292	Hachimitsu to Clover II	"Drama,Romance"	TV	"Drama,Romance"	8.37	61493
167	372	InuYasha: Kanketsu-hen	"Action,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural"	TV	"Action,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural"	8.37	99128
168	930	Kaguya-hime no Monogatari	Fantasy	Movie	Fantasy	8.37	45547
169	50	Katekyo Hitman Reborn!	"Action,Comedy,Shounen"	TV	"Action,Comedy,Shounen"	8.37	258103
170	251	Kuroshitsuji: Book of Circus	"Comedy,Fantasy,Shounen,Supernatural"	TV	"Comedy,Fantasy,Shounen,Supernatural"	8.37	122895
171	368	Ookami to Koushinryou	"Adventure,Fantasy,Romance"	TV	"Adventure,Fantasy,Romance"	8.37	334932
172	325	Boku no Hero Academia	"Action,Comedy,School,Shounen"	TV	"Action,Comedy,School,Shounen"	8.36	282002
173	1139	Gin no Saji 2nd Season	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.36	67032
174	949	Little Busters!: Refrain	"Comedy,Drama,Romance,School,Supernatural"	TV	"Comedy,Drama,Romance,School,Supernatural"	8.36	71820
175	1106	Major: Message	"Comedy,Drama"	OVA	"Comedy,Drama"	8.36	12282
176	2680	Saint Seiya: The Lost Canvas - Meiou Shinwa 2	"Action,Adventure,Shounen,Supernatural"	OVA	"Action,Adventure,Shounen,Supernatural"	8.36	27532
177	1105	SKET Dance	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.36	101027
178	115	Bakuman.	"Comedy,Romance,Shounen"	TV	"Comedy,Romance,Shounen"	8.35	246899
179	161	Danshi Koukousei no Nichijou	"Comedy,School,Shounen"	TV	"Comedy,School,Shounen"	8.35	258914
180	206	Kotonoha no Niwa	"Drama,Romance"	Movie	"Drama,Romance"	8.35	189741
181	995	Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen	"Fantasy,Supernatural"	Movie	"Fantasy,Supernatural"	8.35	59815
182	1067	Major S4	"Comedy,Drama,Shounen"	TV	"Comedy,Drama,Shounen"	8.35	28002
183	967	Omoide no Marnie	Drama	Movie	Drama	8.35	53590
184	2123	Working!!!: Lord of the Takanashi	"Comedy,Romance"	Special	"Comedy,Romance"	8.34	31856
185	1263	Ghost in the Shell	"Action,Sci-Fi"	Movie	"Action,Sci-Fi"	8.34	223036
186	131	K-On! Movie	Comedy	Movie	Comedy	8.34	115252
187	1002	Kuroko no Basket: Saikou no Present Desu	"Action,School,Shounen"	Special	"Action,School,Shounen"	8.34	22900
188	2701	Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s	"Action,Comedy,Drama"	Movie	"Action,Comedy,Drama"	8.34	13315
189	1992	Sennen Joyuu	"Action,Adventure,Drama,Fantasy,Romance"	Movie	"Action,Adventure,Drama,Fantasy,Romance"	8.34	58492
190	1720	Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero	Sci-Fi	Special	Sci-Fi	8.34	38147
191	697	xxxHOLiC Kei	"Comedy,Drama,Supernatural"	TV	"Comedy,Drama,Supernatural"	8.34	74941
192	1920	Berserk: Ougon Jidai-hen III - Kourin	"Action,Adventure,Drama,Fantasy,Supernatural"	Movie	"Action,Adventure,Drama,Fantasy,Supernatural"	8.33	65594
193	289	Death Parade	Drama	TV	Drama	8.33	383914
194	449	Fullmetal Alchemist	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	TV	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	8.33	600384
196	1012	Hunter x Hunter: Greed Island	"Action,Adventure,Shounen"	OVA	"Action,Adventure,Shounen"	8.33	57029
197	1362	Redline	"Action,Sci-Fi"	Movie	"Action,Sci-Fi"	8.33	109392
198	151	Chihayafuru	Drama	TV	Drama	8.32	158561
199	6641	Detective Conan Movie 20: The Darkest Nightmare	"Action,Shounen"	Movie	"Action,Shounen"	8.32	6229
200	363	Dragon Ball Z	"Action,Adventure,Comedy,Fantasy,Shounen"	TV	"Action,Adventure,Comedy,Fantasy,Shounen"	8.32	375662
201	1156	Fate/stay night: Unlimited Blade Works - Prologue	"Action,Fantasy,Shounen,Supernatural"	Special	"Action,Fantasy,Shounen,Supernatural"	8.32	106382
202	1890	Kokoro ga Sakebitagatterunda.	"Drama,Romance,School"	Movie	"Drama,Romance,School"	8.32	59652
203	612	Mimi wo Sumaseba	"Adventure,Drama,Fantasy,Romance"	Movie	"Adventure,Drama,Fantasy,Romance"	8.32	94435
204	200	Nagi no Asukara	"Drama,Fantasy,Romance"	TV	"Drama,Fantasy,Romance"	8.32	224947
205	385	Neon Genesis Evangelion	"Action,Drama,Sci-Fi"	TV	"Action,Drama,Sci-Fi"	8.32	461946
206	5151	One Piece Film: Gold	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	Movie	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	8.32	18642
207	1762	Tokyo Godfathers	"Comedy,Drama"	Movie	"Comedy,Drama"	8.32	89424
208	359	Trigun	"Action,Comedy,Sci-Fi"	TV	"Action,Comedy,Sci-Fi"	8.32	283069
209	1089	xxxHOLiC Rou	Supernatural	OVA	Supernatural	8.32	36353
210	1584	Gintama: Shinyaku Benizakura-hen	"Action,Comedy,Sci-Fi,Shounen"	Special	"Action,Comedy,Sci-Fi,Shounen"	8.31	14002
211	1590	Mahou Shoujo Madoka?Magica Movie 1: Hajimari no Monogatari	Drama	Movie	Drama	8.31	88164
212	407	Sekaiichi Hatsukoi 2	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.31	69253
213	981	Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku	"Comedy,Drama,Romance,School"	TV	"Comedy,Drama,Romance,School"	8.31	222994
214	5277	Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA	"Comedy,Romance,School"	OVA	"Comedy,Romance,School"	8.31	35120
215	3082	Aria The Natural	"Fantasy,Sci-Fi,Shounen"	TV	"Fantasy,Sci-Fi,Shounen"	8.3	39596
216	1053	Black Lagoon: The Second Barrage	Action	TV	Action	8.3	203233
217	7	Clannad	"Comedy,Drama,Romance,School,Supernatural"	TV	"Comedy,Drama,Romance,School,Supernatural"	8.3	566690
218	933	Kami nomi zo Shiru Sekai: Megami-hen	"Comedy,Romance,Shounen,Supernatural"	TV	"Comedy,Romance,Shounen,Supernatural"	8.3	142612
219	88	Summer Wars	"Comedy,Sci-Fi"	Movie	"Comedy,Sci-Fi"	8.3	223359
220	713	Baccano! Specials	"Action,Comedy,Supernatural"	Special	"Action,Comedy,Supernatural"	8.29	100412
221	3142	Detective Conan Movie 14: The Lost Ship in the Sky	"Action,Shounen"	Movie	"Action,Shounen"	8.29	20602
224	2298	Kaiba	"Adventure,Romance,Sci-Fi"	TV	"Adventure,Romance,Sci-Fi"	8.29	56927
225	955	One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	Special	"Action,Adventure,Comedy,Drama,Fantasy,Shounen"	8.29	17247
226	1198	Cardcaptor Sakura Movie 2: Fuuin Sareta Card	"Comedy,Drama,Fantasy,Romance"	Movie	"Comedy,Drama,Fantasy,Romance"	8.28	60637
227	593	Hajime no Ippo: Mashiba vs. Kimura	"Comedy,Shounen"	OVA	"Comedy,Shounen"	8.28	40623
228	275	Kamisama Hajimemashita?	"Comedy,Fantasy,Romance,Supernatural"	TV	"Comedy,Fantasy,Romance,Supernatural"	8.28	91796
229	77	Skip Beat!	"Comedy,Drama,Romance"	TV	"Comedy,Drama,Romance"	8.28	134818
230	265	Yowamushi Pedal: Grande Road	"Comedy,Drama,Shounen"	TV	"Comedy,Drama,Shounen"	8.28	50778
231	1912	Gankutsuou	"Drama,Sci-Fi,Supernatural"	TV	"Drama,Sci-Fi,Supernatural"	8.27	103828
232	30	Majo no Takkyuubin	"Adventure,Comedy,Drama,Fantasy,Romance"	Movie	"Adventure,Comedy,Drama,Fantasy,Romance"	8.27	152331
233	2416	Nodame Cantabile: Paris-hen	"Comedy,Romance"	TV	"Comedy,Romance"	8.27	70822
