	anime_ids	name	genre	type	episodes	rating	members
52	754	Rainbow: Nisha Rokubou no Shichinin	Drama,Historical,Seinen,Thriller	TV	26	8.64	139474
53	1541	Re:Zero kara Hajimeru Isekai Seikatsu	Drama,Fantasy,Psychological,Thriller	TV	25	8.64	355839
54	726	Tengen Toppa Gurren Lagann Movie: Lagann-hen	Action,Mecha,Sci-Fi,Space,Super Power	Movie	1	8.64	82253
55	84	Zoku Natsume Yuujinchou	Drama,Fantasy,Shoujo,Slice of Life,Supernatural	TV	13	8.64	114173
56	138	Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.	Drama,Slice of Life,Supernatural	TV	11	8.62	463835
57	267	Kuroko no Basket 3rd Season	Comedy,School,Shounen,Sports	TV	25	8.62	184525
58	1121	Steins;Gate Movie: Fuka Ryouiki no Déjà vu	Sci-Fi,Thriller	Movie	1	8.61	192424
59	148	Hotarubi no Mori e	Drama,Romance,Shoujo,Supernatural	Movie	1	8.61	197439
60	287	Shokugeki no Souma	Ecchi,School,Shounen	TV	24	8.61	348951
61	3301	Gintama: Yorinuki Gintama-san on Theater 2D	Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen	Movie	2	8.6	11104
62	1316	JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season	Action,Adventure,Drama,Shounen,Supernatural	TV	24	8.6	93657
63	1577	Gintama Movie: Shinyaku Benizakura-hen	Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen	Movie	1	8.59	51185
64	441	Hellsing Ultimate	Action,Horror,Military,Seinen,Supernatural,Vampire	OVA	10	8.59	297454
65	257	Kiseijuu: Sei no Kakuritsu	Action,Drama,Horror,Psychological,Sci-Fi,Seinen	TV	24	8.59	425457
66	1434	Shouwa Genroku Rakugo Shinjuu	Drama,Historical,Josei	TV	13	8.59	71295
67	2987	Uchuu Kyoudai	Comedy,Sci-Fi,Seinen,Slice of Life,Space	TV	99	8.59	72958
68	292	Bakemono no Ko	Adventure,Supernatural	Movie	1	8.58	80825
69	389	Hotaru no Haka	Drama,Historical	Movie	1	8.58	174878
70	209	Kuroko no Basket 2nd Season	Comedy,School,Shounen,Sports	TV	25	8.58	243325
71	1079	Major S5	Comedy,Drama,Romance,Sports	TV	25	8.58	28653
72	1206	Ghost in the Shell: Stand Alone Complex 2nd GIG	Action,Mecha,Military,Mystery,Police,Sci-Fi,Seinen	TV	26	8.57	113993
73	742	Kara no Kyoukai 7: Satsujin Kousatsu (Kou)	Action,Mystery,Romance,Supernatural,Thriller	Movie	1	8.57	95658
74	939	Kingdom 2nd Season	Action,Historical,Military,Seinen	TV	39	8.57	31234
75	579	Slam Dunk	Comedy,Drama,School,Shounen,Sports	TV	101	8.56	82570
76	142	Usagi Drop	Josei,Slice of Life	TV	11	8.56	194855
77	2798	Girls und Panzer der Film	Military,School	Movie	1	8.55	25641
78	328	Mob Psycho 100	Action,Comedy,Slice of Life,Supernatural	TV	12	8.55	193716
79	39	Nana	Comedy,Drama,Music,Romance,Shoujo,Slice of Life	TV	47	8.55	197256
80	678	Baccano!	Action,Comedy,Historical,Mystery,Seinen,Supernatural	TV	13	8.54	363215
81	985	Mushishi Zoku Shou: Odoro no Michi	Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural	Special	1	8.54	34011
82	202	Shingeki no Kyojin	Action,Drama,Fantasy,Shounen,Super Power	TV	25	8.54	896229
83	139	Bakuman. 2nd Season	Comedy,Drama,Romance,Shounen	TV	25	8.53	151561
84	1086	Cross Game	Comedy,Drama,Romance,School,Sports	TV	50	8.53	53108
85	3110	Doukyuusei (Movie)	Romance,School,Shounen Ai,Slice of Life	Movie	1	8.53	28864
86	540	Evangelion: 2.0 You Can (Not) Advance	Action,Mecha,Sci-Fi	Movie	1	8.53	182224
87	170	Shinsekai yori	Drama,Horror,Mystery,Sci-Fi,Supernatural	TV	25	8.53	288376
88	1824	Uchuu Senkan Yamato 2199	Action,Drama,Military,Sci-Fi,Space	OVA	26	8.53	44223
89	180	Chihayafuru 2	Drama,Game,Josei,Slice of Life,Sports	TV	25	8.52	86074
90	376	Fate/Zero	Action,Fantasy,Supernatural	TV	13	8.51	453630
91	911	JoJo no Kimyou na Bouken (TV)	Action,Adventure,Shounen,Supernatural,Vampire	TV	26	8.51	190197
92	135	Mahou Shoujo Madoka★Magica	Drama,Magic,Psychological,Thriller	TV	12	8.51	462974
93	403	Nichijou	Comedy,School,Slice of Life	TV	26	8.52	254436
94	173	Psycho-Pass	Action,Police,Psychological,Sci-Fi	TV	22	8.5	509109
95	1385	Barakamon	Comedy,Slice of Life	TV	12	8.5	225927
96	1160	Diamond no Ace: Second Season	Comedy,School,Shounen,Sports	TV	51	8.5	38531
97	214	Magi: The Kingdom of Magic	Action,Adventure,Fantasy,Magic,Shounen	TV	25	8.5	245026
98	411	Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari	Drama,Magic,Psychological,Thriller	Movie	1	8.5	135735
99	1124	Major: World Series	Comedy,Drama,Sports	OVA	2	8.5	13405
100	533	Samurai Champloo	Action,Adventure,Comedy,Historical,Samurai,Shounen	TV	26	8.5	390076
101	329	Shokugeki no Souma: Ni no Sara	Ecchi,School,Shounen	TV	13	8.5	185015
102	99	Katanagatari	Action,Adventure,Historical,Martial Arts,Romance	TV	12	8.49	207241
103	1591	Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari	Drama,Magic,Psychological,Thriller	Movie	1	8.49	85361
104	1094	Major S6	Comedy,Drama,Sports	TV	25	8.49	24788
105	1469	Mononoke	Demons,Fantasy,Historical,Horror,Mystery,Seinen,Supernatural	TV	12	8.49	88850
106	1865	Shirobako	Comedy,Drama	TV	24	8.49	146895
107	1063	Ashita no Joe 2	Drama,Sports	TV	47	8.48	6259
108	575	Hunter x Hunter	Action,Adventure,Shounen,Super Power	TV	62	8.48	166255
109	307	Noragami Aragoto	Action,Adventure,Shounen,Supernatural	TV	13	8.48	299434
110	166	Sakamichi no Apollon	Drama,Josei,Music,Romance,School	TV	12	8.48	146592
111	32	Tonari no Totoro	Adventure,Comedy,Supernatural	Movie	1	8.48	271484
112	388	Ghost in the Shell: Stand Alone Complex	Action,Mecha,Military,Police,Sci-Fi,Seinen	TV	26	8.47	194491
113	34	Kaze no Tani no Nausicaä	Adventure,Fantasy	Movie	1	8.47	143273
114	224	No Game No Life	Adventure,Comedy,Ecchi,Fantasy,Game,Supernatural	TV	12	8.47	602291
115	4313	Romeo no Aoi Sora	Adventure,Drama,Historical,Slice of Life	TV	33	8.47	15074
116	1887	Yuu☆Yuu☆Hakusho	Action,Comedy,Demons,Fantasy,Martial Arts,School,Shounen	TV	112	8.47	195017
117	1757	Kino no Tabi: The Beautiful World	Action,Adventure,Slice of Life	TV	13	8.46	102822
118	160	Kuroko no Basket	Comedy,School,Shounen,Sports	TV	25	8.46	338315
119	2294	Nodame Cantabile	Comedy,Drama,Josei,Music,Romance,Slice of Life	TV	23	8.46	157025
120	370	Ookami to Koushinryou II	Adventure,Fantasy,Historical,Romance	TV	12	8.46	210491
121	1306	Shingeki no Kyojin: Kuinaki Sentaku	Action,Fantasy,Shoujo,Supernatural	OVA	2	8.45	92543
122	1117	Steins;Gate: Oukoubakko no Poriomania	Sci-Fi,Thriller	Special	1	8.46	159548
123	1158	Fate/stay night: Unlimited Blade Works 2nd Season	Action,Fantasy,Magic,Shounen,Supernatural	TV	13	8.45	205987
124	3444	Kemono no Souja Erin	Drama,Fantasy	TV	50	8.45	36751
125	1915	Kizumonogatari I: Tekketsu-hen	Mystery,Supernatural,Vampire	Movie	1	8.45	99579
126	532	Neon Genesis Evangelion: The End of Evangelion	Dementia,Drama,Mecha,Psychological,Sci-Fi	Movie	1	8.45	215630
127	76	Toradora!	Comedy,Romance,School,Slice of Life	TV	25	8.45	633817
128	560	Toki wo Kakeru Shoujo	Adventure,Drama,Romance,Sci-Fi	Movie	1	8.44	289206
129	689	Tsubasa: Tokyo Revelations	Action,Adventure,Drama,Fantasy,Romance,Shounen	OVA	3	8.44	57963
130	1986	Owarimonogatari	Comedy,Mystery,Supernatural	TV	12	8.43	107855
131	14	Rurouni Kenshin: Meiji Kenkaku Romantan	Action,Adventure,Comedy,Historical,Romance,Samurai	TV	94	8.43	218928
132	681	Stranger: Mukou Hadan	Action,Adventure,Historical,Samurai	Movie	1	8.43	125503
133	2174	Detective Conan Movie 06: The Phantom of Baker Street	Adventure,Mystery,Police,Shounen	Movie	1	8.42	28462
134	1148	Fate/stay night: Unlimited Blade Works	Action,Fantasy,Magic,Shounen,Supernatural	TV	12	8.42	267484
135	1033	Major S1	Comedy,Drama,Shounen,Sports	TV	26	8.42	41061
136	1256	Nanatsu no Taizai	Action,Adventure,Ecchi,Fantasy,Shounen,Supernatural	TV	24	8.42	331627
137	74	Natsume Yuujinchou	Drama,Fantasy,Shoujo,Slice of Life,Supernatural	TV	13	8.42	210736
138	719	One Piece Film: Strong World	Action,Adventure,Comedy,Drama,Fantasy,Shounen	Movie	1	8.42	85020
139	537	Higurashi no Naku Koro ni Kai	Mystery,Psychological,Supernatural,Thriller	TV	24	8.41	218101
140	1011	Hunter x Hunter OVA	Action,Adventure,Shounen,Super Power	OVA	8	8.41	53168
141	1013	Hunter x Hunter: Greed Island Final	Action,Adventure,Shounen,Super Power	OVA	14	8.41	55787
142	1423	Kuroshitsuji: Book of Murder	Comedy,Demons,Fantasy,Historical,Mystery,Shounen,Supernatural	OVA	2	8.41	67261
143	1032	Major S2	Comedy,Drama,Shounen,Sports	TV	26	8.41	30689
144	1081	One Outs	Psychological,Seinen,Sports	TV	25	8.41	83056
145	1484	Beck	Comedy,Drama,Music,Shounen,Slice of Life	TV	26	8.4	148328
146	1935	Berserk	Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Romance,Seinen,Supernatural	TV	25	8.4	226430
147	530	Cowboy Bebop: Tengoku no Tobira	Action,Drama,Mystery,Sci-Fi,Space	Movie	1	8.4	137636
148	1055	Major S3	Drama,Shounen,Sports	TV	26	8.4	29528
149	2055	Mobile Suit Gundam Unicorn	Action,Drama,Mecha,Military,Sci-Fi,Space	OVA	7	8.4	42076
150	963	Natsume Yuujinchou: Itsuka Yuki no Hi ni	Drama,Fantasy,Shoujo,Slice of Life,Supernatural	OVA	1	8.4	28302
151	46	NHK ni Youkoso!	Comedy,Drama,Psychological,Romance	TV	24	8.4	291228
152	3073	Rose of Versailles	Adventure,Drama,Historical,Romance,Shoujo	TV	40	8.4	32188
153	413	Sakurasou no Pet na Kanojo	Comedy,Drama,Romance,School,Slice of Life	TV	24	8.4	380375
154	9	Angel Beats!	Action,Comedy,Drama,School,Supernatural	TV	13	8.39	717796
155	369	Bakemonogatari	Mystery,Romance,Supernatural,Vampire	TV	15	8.39	482268
156	592	Hajime no Ippo: Champion Road	Comedy,Shounen,Sports	Special	1	8.39	47840
157	525	One Piece Film: Z	Action,Adventure,Comedy,Drama,Fantasy,Shounen	Movie	1	8.39	76051
158	37	Ouran Koukou Host Club	Comedy,Harem,Romance,School,Shoujo	TV	26	8.39	422271
159	3141	Detective Conan Movie 13: The Raven Chaser	Action,Mystery,Police,Shounen	Movie	1	8.38	21798
160	103	Durarara!!	Action,Mystery,Supernatural	TV	24	8.38	556431
161	2417	Nodame Cantabile Finale	Comedy,Josei,Music,Romance	TV	11	8.38	67697
162	1939	Planetes	Drama,Romance,Sci-Fi,Seinen,Space	TV	26	8.38	105044
163	341	Shelter	Music,Sci-Fi	Music	1	8.38	71136
164	31	Tenkuu no Shiro Laputa	Adventure,Fantasy,Romance,Sci-Fi	Movie	1	8.38	151061
165	1575	Gintama: Shiroyasha Koutan	Action,Comedy,Historical,Parody,Sci-Fi	Special	1	8.37	27213
166	2292	Hachimitsu to Clover II	Drama,Josei,Romance	TV	12	8.37	61493
167	372	InuYasha: Kanketsu-hen	Action,Adventure,Comedy,Demons,Fantasy,Magic,Romance,Shounen,Supernatural	TV	26	8.37	99128
168	930	Kaguya-hime no Monogatari	Fantasy,Historical	Movie	1	8.37	45547
169	50	Katekyo Hitman Reborn!	Action,Comedy,Shounen,Super Power	TV	203	8.37	258103
170	251	Kuroshitsuji: Book of Circus	Comedy,Demons,Fantasy,Historical,Shounen,Supernatural	TV	10	8.37	122895
171	368	Ookami to Koushinryou	Adventure,Fantasy,Historical,Romance	TV	13	8.37	334932
172	325	Boku no Hero Academia	Action,Comedy,School,Shounen,Super Power	TV	13	8.36	282002
173	1139	Gin no Saji 2nd Season	Comedy,School,Shounen,Slice of Life	TV	11	8.36	67032
174	949	Little Busters!: Refrain	Comedy,Drama,Romance,School,Slice of Life,Supernatural	TV	13	8.36	71820
175	1106	Major: Message	Comedy,Drama,Sports	OVA	1	8.36	12282
176	2680	Saint Seiya: The Lost Canvas - Meiou Shinwa 2	Action,Adventure,Martial Arts,Shounen,Super Power,Supernatural	OVA	13	8.36	27532
177	1105	SKET Dance	Comedy,School,Shounen	TV	77	8.36	101027
178	115	Bakuman.	Comedy,Romance,Shounen	TV	25	8.35	246899
179	161	Danshi Koukousei no Nichijou	Comedy,School,Shounen,Slice of Life	TV	12	8.35	258914
180	206	Kotonoha no Niwa	Drama,Psychological,Romance,Slice of Life	Movie	1	8.35	189741
181	995	Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen	Fantasy,Slice of Life,Supernatural	Movie	1	8.35	59815
182	1067	Major S4	Comedy,Drama,Shounen,Sports	TV	26	8.35	28002
183	967	Omoide no Marnie	Drama,Mystery,Psychological	Movie	1	8.35	53590
184	2123	Working!!!: Lord of the Takanashi	Comedy,Romance,Slice of Life	Special	1	8.34	31856
185	1263	Ghost in the Shell	Action,Mecha,Police,Psychological,Sci-Fi,Seinen	Movie	1	8.34	223036
186	131	K-On! Movie	Comedy,Music,Slice of Life	Movie	1	8.34	115252
187	1002	Kuroko no Basket: Saikou no Present Desu	Action,School,Shounen,Sports	Special	1	8.34	22900
188	2701	Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s	Action,Comedy,Drama,Magic,Super Power	Movie	1	8.34	13315
189	1992	Sennen Joyuu	Action,Adventure,Drama,Fantasy,Historical,Romance	Movie	1	8.34	58492
190	1720	Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero	Sci-Fi,Thriller	Special	1	8.34	38147
191	697	xxxHOLiC Kei	Comedy,Drama,Mystery,Psychological,Supernatural	TV	13	8.34	74941
192	1920	Berserk: Ougon Jidai-hen III - Kourin	Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Seinen,Supernatural	Movie	1	8.33	65594
193	289	Death Parade	Drama,Game,Mystery,Psychological,Thriller	TV	12	8.33	383914
194	449	Fullmetal Alchemist	Action,Adventure,Comedy,Drama,Fantasy,Magic,Military,Shounen	TV	51	8.33	600384
195	1471	Gyakkyou Burai Kaiji: Ultimate Survivor	Game,Psychological,Seinen,Thriller	TV	26	8.33	98996
196	1012	Hunter x Hunter: Greed Island	Action,Adventure,Shounen,Super Power	OVA	8	8.33	57029
197	1362	Redline	Action,Cars,Sci-Fi,Sports	Movie	1	8.33	109392
198	151	Chihayafuru	Drama,Game,Josei,Slice of Life,Sports	TV	25	8.32	158561
199	6641	Detective Conan Movie 20: The Darkest Nightmare	Action,Mystery,Police,Shounen	Movie	1	8.32	6229
200	363	Dragon Ball Z	Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Super Power	TV	291	8.32	375662
201	1156	Fate/stay night: Unlimited Blade Works - Prologue	Action,Fantasy,Magic,Shounen,Supernatural	Special	1	8.32	106382
202	1890	Kokoro ga Sakebitagatterunda.	Drama,Romance,School	Movie	1	8.32	59652
203	612	Mimi wo Sumaseba	Adventure,Drama,Fantasy,Romance,Slice of Life	Movie	1	8.32	94435
204	200	Nagi no Asukara	Drama,Fantasy,Romance	TV	26	8.32	224947
205	385	Neon Genesis Evangelion	Action,Dementia,Drama,Mecha,Psychological,Sci-Fi	TV	26	8.32	461946
206	5151	One Piece Film: Gold	Action,Adventure,Comedy,Drama,Fantasy,Shounen	Movie	1	8.32	18642
207	1762	Tokyo Godfathers	Comedy,Drama	Movie	1	8.32	89424
208	359	Trigun	Action,Comedy,Sci-Fi	TV	26	8.32	283069
209	1089	xxxHOLiC Rou	Mystery,Supernatural	OVA	2	8.32	36353
210	1584	Gintama: Shinyaku Benizakura-hen	Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen	Special	1	8.31	14002
211	1590	Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari	Drama,Magic,Psychological,Thriller	Movie	1	8.31	88164
212	407	Sekaiichi Hatsukoi 2	Comedy,Drama,Romance,Shounen Ai	TV	12	8.31	69253
213	981	Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku	Comedy,Drama,Romance,School	TV	13	8.31	222994
214	5277	Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA	Comedy,Romance,School	OVA	1	8.31	35120
215	3082	Aria The Natural	Fantasy,Sci-Fi,Shounen,Slice of Life	TV	26	8.3	39596
216	1053	Black Lagoon: The Second Barrage	Action,Seinen	TV	12	8.3	203233
217	7	Clannad	Comedy,Drama,Romance,School,Slice of Life,Supernatural	TV	23	8.3	566690
218	933	Kami nomi zo Shiru Sekai: Megami-hen	Comedy,Harem,Romance,Shounen,Supernatural	TV	12	8.3	142612
219	88	Summer Wars	Comedy,Sci-Fi	Movie	1	8.3	223359
220	713	Baccano! Specials	Action,Comedy,Historical,Mystery,Seinen,Supernatural	Special	3	8.29	100412
221	3142	Detective Conan Movie 14: The Lost Ship in the Sky	Action,Mystery,Police,Shounen	Movie	1	8.29	20602
222	1475	Gyakkyou Burai Kaiji: Hakairoku-hen	Game,Psychological,Seinen,Thriller	TV	26	8.29	55566
223	4341	Initial D Final Stage	Cars,Seinen,Sports	TV	4	8.29	19702
224	2298	Kaiba	Adventure,Mystery,Romance,Sci-Fi	TV	12	8.29	56927
225	955	One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari	Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power	Special	1	8.29	17247
226	1198	Cardcaptor Sakura Movie 2: Fuuin Sareta Card	Comedy,Drama,Fantasy,Magic,Romance,Shoujo	Movie	1	8.28	60637
227	593	Hajime no Ippo: Mashiba vs. Kimura	Comedy,Shounen,Sports	OVA	1	8.28	40623
228	275	Kamisama Hajimemashita◎	Comedy,Demons,Fantasy,Romance,Shoujo,Supernatural	TV	12	8.28	91796
229	77	Skip Beat!	Comedy,Drama,Romance,Shoujo	TV	25	8.28	134818
230	265	Yowamushi Pedal: Grande Road	Comedy,Drama,Shounen,Sports	TV	24	8.28	50778
231	1912	Gankutsuou	Drama,Mystery,Sci-Fi,Supernatural,Thriller	TV	24	8.27	103828
232	30	Majo no Takkyuubin	Adventure,Comedy,Drama,Fantasy,Magic,Romance	Movie	1	8.27	152331
233	2416	Nodame Cantabile: Paris-hen	Comedy,Josei,Music,Romance,Slice of Life	TV	11	8.27	70822
234	916	One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna	Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power	Special	1	8.27	24707
235	2198	Osomatsu-san	Comedy,Parody	TV	25	8.27	60988
236	1255	Space☆Dandy 2nd Season	Comedy,Sci-Fi,Space	TV	13	8.27	60918
237	1286	Tsumiki no Ie	Drama	Movie	1	8.27	45189
238	70	Detroit Metal City	Comedy,Music	OVA	12	8.26	104893
239	394	Eve no Jikan	Sci-Fi,Slice of Life	ONA	6	8.26	99074
240	785	Eve no Jikan (Movie)	Sci-Fi,Slice of Life	Movie	1	8.26	66376
241	108	Kaichou wa Maid-sama!	Comedy,Romance,School,Shoujo	TV	26	8.26	391628
242	2374	Saint Seiya: Meiou Hades Juuni Kyuu-hen	Adventure,Sci-Fi,Shounen	OVA	13	8.26	23701
243	260	Zankyou no Terror	Psychological,Thriller	TV	11	8.26	342893
244	670	Darker than Black: Kuro no Keiyakusha	Action,Mystery,Sci-Fi,Super Power	TV	25	8.25	440334
245	2173	Detective Conan Movie 05: Countdown to Heaven	Adventure,Comedy,Mystery,Police,Shounen	Movie	1	8.25	25432
246	1137	Diamond no Ace	Comedy,School,Shounen,Sports	TV	75	8.25	81384
247	248	Fairy Tail (2014)	Action,Adventure,Comedy,Fantasy,Magic,Shounen	TV	102	8.25	255076
248	964	JoJo no Kimyou na Bouken: Stardust Crusaders	Action,Adventure,Drama,Shounen,Supernatural	TV	24	8.25	120089
249	3776	Maison Ikkoku	Comedy,Drama,Romance,Slice of Life	TV	96	8.25	22079
250	1860	Non Non Biyori Repeat	Comedy,School,Seinen,Slice of Life	TV	12	8.26	64230
251	654	Shijou Saikyou no Deshi Kenichi	Action,Comedy,Martial Arts,School,Shounen	TV	50	8.25	129112
252	3564	Yuusha-Ou GaoGaiGar Final	Adventure,Drama,Mecha,Sci-Fi,Shounen	OVA	8	8.25	5001
253	261	Gekkan Shoujo Nozaki-kun	Comedy,Romance,School	TV	12	8.24	292622
254	3512	Initial D Fourth Stage	Action,Cars,Drama,Seinen,Sports	TV	24	8.24	41584
255	395	Junjou Romantica 2	Comedy,Drama,Romance,Shounen Ai	TV	12	8.24	87617
256	1378	Kaze Tachinu	Drama,Historical,Romance	Movie	1	8.24	75359
257	873	Kingdom	Action,Historical,Military,Seinen	TV	38	8.24	54211
258	118	Kuragehime	Comedy,Josei,Slice of Life	TV	11	8.24	108053
259	182	Magi: The Labyrinth of Magic	Action,Adventure,Fantasy,Magic,Shounen	TV	25	8.24	317513
260	1783	Mobile Suit Gundam 00	Action,Drama,Mecha,Military,Sci-Fi,Space	TV	25	8.24	120351
261	300	ReLIFE	Romance,School,Slice of Life	TV	13	8.24	202249
262	2385	Saint Seiya: The Lost Canvas - Meiou Shinwa	Action,Adventure,Martial Arts,Shounen,Super Power,Supernatural	OVA	13	8.24	40355
