id,insta_follower,tiktok,youtube,categories,avg_rating,pricing_LOW,pricing_BELOW_AVG,pricing_AVG,pricing_ABOVE_AVG,pricing_HIGH
39,5917680,8873160,16108380,"Category 3,Category 2,Category 5",8.55,0,0,1,1,1
678,10896450,11567790,10139400,"Category 8,Category 1,Category 7,Category 5",8.54,0,0,1,1,1
985,1020330,1943520,2550330,"Category 4,Category 7,Category 1,Category 5,Category 8",8.54,0,0,1,0,0
202,26886870,32951340,47515440,"Category 8,Category 1,Category 4,Category 2",8.54,0,0,1,1,1
139,4546830,6180720,7217790,"Category 4,Category 2,Category 5",8.53,0,0,1,1,1
1086,1593240,1711350,2507160,"Category 3,Category 2,Category 5",8.53,0,0,1,0,0
3110,865920,1208220,1976190,"Category 9,Category 2,Category 5",8.53,0,0,0,0,0
540,5466720,4896900,5803980,"Category 1,Category 6",8.53,0,0,1,1,0
170,8651280,7515060,12314550,"Category 8,Category 6,Category 7,Category 2",8.53,0,0,1,1,1
1824,1326690,1354410,2346510,"Category 6,Category 1,Category 2",8.53,0,0,1,0,0
180,2582220,3006840,2678610,"Category 3,Category 2,Category 5",8.52,0,0,1,0,0
376,13608900,11436360,10897290,"Category 8,Category 1",8.51,0,0,1,1,1
911,5705910,5856450,8437740,"Category 8,Category 1,Category 4",8.51,0,0,1,1,1
135,13889220,22304460,27828180,"Category 8,Category 7,Category 2",8.51,0,0,1,1,1
403,7633080,12636090,16570800,"Category 2,Category 5",8.52,0,0,1,1,1
173,15273270,19791450,27894630,"Category 6,Category 1,Category 7",8.5,0,0,1,1,1
1385,6777810,10358460,9244530,Category 5,8.5,0,0,1,1,1
1160,1155930,1485420,2421930,"Category 3,Category 4,Category 2,Category 5",8.5,0,0,1,0,0
214,7350780,12917700,16889400,"Category 8,Category 1,Category 4",8.5,0,0,1,1,1
411,4072050,3797490,4729590,"Category 8,Category 7,Category 2",8.5,0,0,1,0,0
1124,402150,366840,719280,"Category 3,Category 2,Category 5",8.5,1,1,0,0,0
533,11702280,14858880,16759830,"Category 1,Category 4,Category 5",8.5,0,0,1,1,1
329,5550450,7358070,14230110,"Category 4,Category 2,Category 5",8.5,0,0,1,1,1
99,6217230,11683500,10086630,"Category 1,Category 4,Category 2",8.49,0,0,1,1,1
1591,2560830,4581480,8670000,"Category 8,Category 7,Category 2",8.49,0,0,1,1,0
1094,743640,1002300,954390,"Category 3,Category 2,Category 5",8.49,0,1,0,0,0
1469,2665500,2596650,3920820,"Category 8,Category 1,Category 7",8.49,0,0,1,0,0
1865,4406850,8202540,12832050,"Category 2,Category 5",8.49,0,0,1,1,1
575,4987650,4603530,7558140,"Category 1,Category 4",8.48,0,0,1,1,1
307,8983020,17083860,30415590,"Category 8,Category 1,Category 4",8.48,0,0,1,1,1
166,4397760,6344310,6805410,"Category 3,Category 2",8.48,0,0,1,1,1
32,8144520,15451680,28427850,"Category 8,Category 4,Category 5",8.48,0,0,1,1,1
388,5834730,8404140,13355040,"Category 1,Category 7,Category 6",8.47,0,0,1,1,1
34,4298190,5458740,8058990,"Category 8,Category 4",8.47,0,0,1,1,1
224,18068730,32799630,52689600,"Category 8,Category 3,Category 4,Category 5",8.47,0,0,1,1,1
4313,452220,388890,413190,"Category 1,Category 4,Category 2,Category 5",8.47,1,1,0,0,0
1887,5850510,7656270,10911630,"Category 4,Category 2,Category 1,Category 5,Category 8",8.47,0,0,1,1,1
1757,3084660,2986050,2435550,"Category 1,Category 4,Category 5",8.46,0,0,1,0,0
160,10149450,13727760,13635570,"Category 3,Category 4,Category 2,Category 5",8.46,0,0,1,1,1
2294,4710750,9262350,11692860,"Category 3,Category 2,Category 5",8.46,0,0,1,1,1
370,6314730,7500240,9191250,"Category 8,Category 1,Category 4,Category 2",8.46,0,0,1,1,1
1306,2776290,2492820,3105240,"Category 8,Category 1,Category 2",8.45,0,0,1,0,0
1117,4786440,7893630,7148130,"Category 7,Category 6",8.46,0,0,1,1,1
1158,6179610,11483400,17216730,"Category 8,Category 1,Category 4",8.45,0,0,1,1,1
3444,1102530,1820520,3081450,"Category 8,Category 2",8.45,0,0,1,0,0
1915,2987370,4863780,5584860,"Category 8,Category 7",8.45,0,0,1,1,0
532,6468900,5457120,10407750,"Category 6,Category 2,Category 7",8.45,0,0,1,1,1
76,19014510,36645120,32024160,"Category 2,Category 5",8.45,0,0,1,1,1
560,8676180,14333610,14950830,"Category 6,Category 4,Category 2",8.44,0,0,1,1,1
689,1738890,3091830,3751140,"Category 8,Category 1,Category 4,Category 2",8.44,0,0,1,0,0
1986,3235650,4827300,4995960,"Category 8,Category 7,Category 5",8.43,0,0,1,1,0
14,6567840,9470100,8591430,"Category 1,Category 4,Category 2,Category 5",8.43,0,0,1,1,1
681,3765090,4593840,5761440,"Category 1,Category 4",8.43,0,0,1,1,0
2174,853860,1067760,1777680,"Category 4,Category 7",8.42,0,0,0,0,0
1148,8024520,12437040,22141410,"Category 8,Category 1,Category 4",8.42,0,0,1,1,1
1033,1231830,2126640,1946370,"Category 3,Category 4,Category 2,Category 5",8.42,0,0,1,0,0
1256,9948810,8639070,13514730,"Category 8,Category 1,Category 4,Category 5",8.42,0,0,1,1,1
74,6322080,12352260,11790210,"Category 8,Category 5,Category 2",8.42,0,0,1,1,1
719,2550600,4005000,6829770,"Category 4,Category 2,Category 1,Category 5,Category 8",8.42,0,0,1,1,0
537,6543030,8537220,7255620,"Category 8,Category 7",8.41,0,0,1,1,1
1011,1595040,2972820,3406290,"Category 1,Category 4",8.41,0,0,1,0,0
1013,1673610,2791410,2974410,"Category 1,Category 4",8.41,0,0,1,0,0
1423,2017830,3693240,5904030,"Category 4,Category 7,Category 1,Category 5,Category 8",8.41,0,0,1,0,0
1032,920670,1316940,1103400,"Category 3,Category 4,Category 2,Category 5",8.41,0,0,0,0,0
1081,2491680,4924350,7427700,"Category 1,Category 3,Category 7",8.41,0,0,1,1,0
1484,4449840,6707490,9453360,"Category 3,Category 4,Category 2,Category 5",8.4,0,0,1,1,1
1935,6792900,12417090,18872700,"Category 4,Category 7,Category 2,Category 1,Category 8,Category 6",8.4,0,0,1,1,1
530,4129080,3583830,6152760,"Category 6,Category 1,Category 7,Category 2",8.4,0,0,1,1,0
1055,885840,1618380,1990800,"Category 3,Category 4,Category 2",8.4,0,0,1,0,0
2055,1262280,2338170,4186290,"Category 6,Category 1,Category 2",8.4,0,0,1,0,0
963,849060,1089930,1011300,"Category 8,Category 5,Category 2",8.4,0,1,0,0,0
46,8736840,13475010,24749820,"Category 7,Category 2,Category 5",8.4,0,0,1,1,1
3073,965640,834510,1634010,"Category 1,Category 4,Category 2",8.4,0,0,0,0,0
413,11411250,11005590,9206010,"Category 2,Category 5",8.4,0,0,1,1,1
9,21533880,23004180,30339630,"Category 8,Category 1,Category 2,Category 5",8.39,0,0,1,1,1
369,14468040,27785580,42742740,"Category 8,Category 2,Category 7",8.39,0,0,1,1,1
592,1435200,1561470,1298940,"Category 3,Category 4,Category 5",8.39,0,0,0,0,0
525,2281530,4327710,3845100,"Category 4,Category 2,Category 1,Category 5,Category 8",8.39,0,0,1,0,0
37,12668130,19021080,21536310,"Category 2,Category 5",8.39,0,0,1,1,1
3141,653940,669990,712140,"Category 1,Category 4,Category 7",8.38,0,1,0,0,0
103,16692930,31152360,51633240,"Category 8,Category 1,Category 7",8.38,0,0,1,1,1
2417,2030910,2314260,1957470,"Category 3,Category 2,Category 5",8.38,0,0,1,0,0
1939,3151320,4295760,7243290,"Category 6,Category 1,Category 2",8.38,0,0,1,1,0
341,2134080,2066850,3862920,"Category 3,Category 6",8.38,0,0,1,0,0
31,4531830,6121890,10328550,"Category 8,Category 6,Category 4,Category 2",8.38,0,0,1,1,1
1575,816390,1027290,2028240,"Category 6,Category 1,Category 5",8.37,0,0,0,0,0
2292,1844790,3026400,3797610,Category 2,8.37,0,0,1,0,0
372,2973840,2707440,3532110,"Category 4,Category 2,Category 1,Category 5,Category 8",8.37,0,0,1,0,0
930,1366410,1811970,3426810,"Category 8,Category 1",8.37,0,0,1,0,0
50,7743090,7139340,11174400,"Category 1,Category 4,Category 5",8.37,0,0,1,1,1
251,3686850,4195050,5986320,"Category 8,Category 1,Category 4,Category 5",8.37,0,0,1,1,0
368,10047960,16951770,14008950,"Category 8,Category 1,Category 4,Category 2",8.37,0,0,1,1,1
325,8460060,16237710,16065270,"Category 1,Category 4,Category 2,Category 5",8.36,0,0,1,1,1
1139,2010960,3296130,4353540,"Category 4,Category 2,Category 5",8.36,0,0,1,0,0
949,2154600,2118810,2012550,"Category 8,Category 2,Category 5",8.36,0,0,1,0,0
1106,368460,619560,538350,"Category 3,Category 2,Category 5",8.36,1,1,0,0,0
2680,825960,870120,1111830,"Category 8,Category 1,Category 4",8.36,0,1,0,0,0
1105,3030810,4236090,7788990,"Category 4,Category 2,Category 5",8.36,0,0,1,1,0
115,7406970,5995830,7301520,"Category 4,Category 2,Category 5",8.35,0,0,1,1,1
161,7767420,13762800,16720020,"Category 4,Category 2,Category 5",8.35,0,0,1,1,1
206,5692230,7633410,10091610,"Category 7,Category 2,Category 5",8.35,0,0,1,1,1
995,1794450,3218460,3705870,"Category 8,Category 5",8.35,0,0,1,0,0
1067,840060,701670,1109610,"Category 3,Category 4,Category 2,Category 5",8.35,0,1,0,0,0
967,1607700,1359690,1881750,"Category 7,Category 2",8.35,0,0,1,0,0
2123,955680,1355100,1234620,"Category 2,Category 5",8.34,0,0,0,0,0
1263,6691080,5524350,6308580,"Category 1,Category 7,Category 6",8.34,0,0,1,1,1
131,3457560,4248600,8024130,"Category 3,Category 5",8.34,0,0,1,1,0
1002,687000,736410,1176210,"Category 1,Category 4,Category 3,Category 2",8.34,0,1,0,0,0
2701,399450,574290,480270,"Category 4,Category 2,Category 1,Category 5,Category 8",8.34,1,1,0,0,0
1992,1754760,1584750,1601250,"Category 8,Category 1,Category 4,Category 2",8.34,0,0,1,0,0
1720,1144410,1334730,1374060,"Category 7,Category 6",8.34,0,0,0,0,0
697,2248230,2358030,3895710,"Category 8,Category 7,Category 2,Category 5",8.34,0,0,1,0,0
1920,1967820,2752920,5106540,"Category 4,Category 7,Category 2,Category 1,Category 8,Category 6",8.33,0,0,1,0,0
289,11517420,17623680,31013940,"Category 3,Category 7,Category 2",8.33,0,0,1,1,1
449,18011520,18812100,15795090,"Category 4,Category 2,Category 1,Category 5,Category 8,Category 6",8.33,0,0,1,1,1
1471,2969880,2502060,2575050,"Category 3,Category 1,Category 7",8.33,0,0,1,0,0
1012,1710870,1582560,2719500,"Category 1,Category 4",8.33,0,0,1,0,0
1362,3281760,5531040,10985100,"Category 1,Category 3,Category 6",8.33,0,0,1,1,1
151,4756830,9151110,7403910,"Category 3,Category 2,Category 5",8.32,0,0,1,1,1
363,11269860,20334000,32515590,"Category 8,Category 1,Category 4,Category 5",8.32,0,0,1,1,1
1156,3191460,5474400,8195190,"Category 8,Category 1,Category 4",8.32,0,0,1,1,0
1890,1789560,2775840,4958070,Category 2,8.32,0,0,1,0,0
612,2833050,5219850,7101090,"Category 8,Category 5,Category 4,Category 2",8.32,0,0,1,1,0
200,6748410,6913260,5547270,"Category 8,Category 2",8.32,0,0,1,1,1
385,13858380,11537100,19772430,"Category 6,Category 1,Category 2,Category 7",8.32,0,0,1,1,1
1762,2682720,4218930,4269330,"Category 2,Category 5",8.32,0,0,1,0,0
359,8492070,13611810,19036110,"Category 6,Category 1,Category 5",8.32,0,0,1,1,1
1089,1090590,2027490,2852850,"Category 8,Category 7",8.32,0,0,1,0,0
1584,420060,490980,917430,"Category 6,Category 1,Category 4,Category 5",8.31,1,1,0,0,0
1590,2644920,2910960,3799770,"Category 8,Category 7,Category 2",8.31,0,0,1,0,0
407,2077590,1912410,1628820,"Category 9,Category 2,Category 5",8.31,0,0,1,0,0
981,6689820,8859690,11624550,"Category 2,Category 5",8.31,0,0,1,1,1
5277,1053600,1889910,1640010,"Category 2,Category 5",8.31,0,0,1,0,0
3082,1187880,2125140,3883620,"Category 8,Category 5,Category 4,Category 6",8.3,0,0,1,0,0
1053,6096990,8870070,17678910,Category 1,8.3,0,0,1,1,1
7,17000700,14771580,29377410,"Category 8,Category 2,Category 5",8.3,0,0,1,1,1
933,4278360,7106670,11537250,"Category 8,Category 4,Category 2,Category 5",8.3,0,0,1,1,1
88,6700770,6578100,10252620,"Category 6,Category 5",8.3,0,0,1,1,1
713,3012360,5618880,8141670,"Category 8,Category 1,Category 7,Category 5",8.29,0,0,1,1,0
3142,618060,1087050,907710,"Category 1,Category 4,Category 7",8.29,0,1,0,0,0
1475,1666980,2982000,2599380,"Category 3,Category 1,Category 7",8.29,0,0,1,0,0
4341,591060,543630,959940,"Category 3,Category 1",8.29,0,1,0,0,0
2298,1707810,2224170,4071660,"Category 6,Category 4,Category 2,Category 7",8.29,0,0,1,0,0
955,517410,970650,1806780,"Category 4,Category 2,Category 1,Category 5,Category 8",8.29,0,0,0,0,0
1198,1819110,1633530,1703400,"Category 8,Category 2,Category 5",8.28,0,0,1,0,0
593,1218690,1725870,1403100,"Category 3,Category 4,Category 5",8.28,0,0,0,0,0
275,2753880,5160930,8408310,"Category 8,Category 2,Category 5",8.28,0,0,1,1,0
77,4044540,5789670,9556830,"Category 2,Category 5",8.28,0,0,1,1,1
265,1523340,2617110,5193150,"Category 3,Category 4,Category 2,Category 5",8.28,0,0,1,0,0
1912,3114840,5398950,10444920,"Category 8,Category 6,Category 7,Category 2",8.27,0,0,1,1,1
30,4569930,8004780,7435740,"Category 8,Category 4,Category 2,Category 5",8.27,0,0,1,1,1
2416,2124660,3392670,5448510,"Category 3,Category 2,Category 5",8.27,0,0,1,0,0
916,741210,1191270,2201100,"Category 4,Category 2,Category 1,Category 5,Category 8",8.27,0,0,0,0,0
2198,1829640,2944230,3708570,Category 5,8.27,0,0,1,0,0
1255,1827540,1509930,1732920,"Category 6,Category 5",8.27,0,0,1,0,0
1286,1355670,2183580,3861930,Category 2,8.27,0,0,1,0,0
70,3146790,3210360,3880020,"Category 3,Category 5",8.26,0,0,1,0,0
394,2972220,4527930,6350580,"Category 5,Category 6",8.26,0,0,1,1,0
785,1991280,2339100,2123010,"Category 5,Category 6",8.26,0,0,1,0,0
108,11748840,20430000,38288910,"Category 2,Category 5",8.26,0,0,1,1,1
2374,711030,1162170,1429980,"Category 4,Category 6",8.26,0,0,0,0,0
260,10286790,19451580,37411680,Category 7,8.26,0,0,1,1,1
670,13210020,23006160,31256730,"Category 6,Category 1,Category 4,Category 7",8.25,0,0,1,1,1
2173,762960,977520,1391460,"Category 7,Category 4,Category 5",8.25,0,0,0,0,0
1137,2441520,3133410,3496560,"Category 3,Category 4,Category 2,Category 5",8.25,0,0,1,0,0
248,7652280,8559330,14815710,"Category 8,Category 1,Category 4,Category 5",8.25,0,0,1,1,1
964,3602670,6803220,10083570,"Category 8,Category 1,Category 4,Category 2",8.25,0,0,1,1,1
3776,662370,546600,1056390,"Category 2,Category 5",8.25,0,1,0,0,0
1860,1926900,2810160,3857820,"Category 1,Category 2,Category 5",8.26,0,0,1,0,0
654,3873360,4056870,6739200,"Category 1,Category 4,Category 2,Category 5",8.25,0,0,1,1,0
261,8778660,7295490,8629920,"Category 2,Category 5",8.24,0,0,1,1,1
3512,1247520,1787130,3364800,"Category 1,Category 3,Category 2",8.24,0,0,1,0,0
395,2628510,5130810,5380380,"Category 9,Category 2,Category 5",8.24,0,0,1,1,0
1378,2260770,4456410,6614280,"Category 1,Category 2",8.24,0,0,1,1,0
873,1626330,3115830,3334860,"Category 1,Category 6",8.24,0,0,1,0,0
118,3241590,6266100,8712150,"Category 2,Category 5",8.24,0,0,1,1,1
182,9525390,13450080,18888840,"Category 8,Category 1,Category 4",8.24,0,0,1,1,1
1783,3610530,7001100,11769780,"Category 6,Category 1,Category 2",8.24,0,0,1,1,1
300,6067470,11928210,10344690,"Category 5,Category 2",8.24,0,0,1,1,1
2385,1210650,1644210,2150190,"Category 8,Category 1,Category 4",8.24,0,0,1,0,0
665,3206640,4177830,6300450,"Category 8,Category 1,Category 4",8.24,0,0,1,1,0
1261,6500220,11349720,17385510,"Category 4,Category 2,Category 1,Category 5,Category 8",8.23,0,0,1,1,1
2176,693900,926760,762810,"Category 7,Category 4,Category 5",8.23,0,1,0,0,0
1429,3458850,4792560,5944020,"Category 8,Category 1,Category 7",8.23,0,0,1,1,0
1155,1082730,1687590,3318210,"Category 2,Category 5",8.23,0,0,1,0,0
4666,511140,854910,1576380,Category 2,8.23,0,1,0,0,0
374,6963390,8957460,11564940,"Category 1,Category 7,Category 2",8.23,0,0,1,1,1
875,604710,787710,1357500,"Category 3,Category 4,Category 2,Category 5",8.23,0,1,0,0,0
1491,2043840,3564810,4807770,"Category 1,Category 3,Category 2",8.23,0,0,1,0,0
427,15243540,23032650,23214630,"Category 1,Category 4,Category 2,Category 5",8.23,0,0,1,1,1
1608,7050090,6877500,11995170,"Category 2,Category 5",8.23,0,0,1,1,1
1463,3526950,6783330,11717310,"Category 2,Category 7",8.23,0,0,1,1,1
2935,2196540,2329980,3442260,"Category 8,Category 2,Category 5",8.23,0,0,1,0,0
1371,2692470,2386350,3611490,"Category 1,Category 6",8.23,0,0,1,0,0
1799,1212600,2026230,1796460,"Category 4,Category 7,Category 2,Category 1,Category 8",8.23,0,0,1,0,0
101,17537700,34527900,35509770,"Category 8,Category 1,Category 4,Category 5",8.22,0,0,1,1,1
2512,1657410,1668990,1511520,"Category 7,Category 1,Category 6",8.22,0,0,1,0,0
322,2204400,4227660,7856910,"Category 8,Category 1,Category 4",8.22,0,0,1,1,0
2484,2323920,4119450,7578450,"Category 8,Category 7,Category 2",8.22,0,0,1,1,0
718,2187990,2312490,3155790,"Category 6,Category 1,Category 5",8.22,0,0,1,0,0
2178,653670,1188840,1050570,"Category 7,Category 4,Category 5",8.21,0,1,0,0,0
59,5836830,10719000,9142830,"Category 1,Category 6",8.21,0,0,1,1,1
447,5132580,9090240,15918480,"Category 1,Category 2,Category 5",8.21,0,0,1,1,1
3259,354240,643530,842730,"Category 6,Category 1,Category 2",8.21,1,1,0,0,0
711,3261600,2826360,2433150,"Category 8,Category 1,Category 7,Category 2",8.21,0,0,1,0,0
1794,2609160,2432970,2624070,"Category 6,Category 1,Category 2",8.21,0,0,1,0,0
408,7801860,7446060,9204030,"Category 8,Category 7,Category 5",8.21,0,0,1,1,1
1923,3330270,4351740,7095930,"Category 8,Category 7,Category 5",8.21,0,0,1,1,0
1426,9379620,16313820,26676990,"Category 1,Category 4,Category 2,Category 5",8.2,0,0,1,1,1
2897,285000,449250,577560,"Category 8,Category 5,Category 4,Category 6",8.2,1,1,0,0,0
282,1087530,2097090,2117340,"Category 3,Category 4,Category 2",8.2,0,0,1,0,0
47,10031970,15017010,15379560,"Category 1,Category 4,Category 5",8.2,0,0,1,1,1
1427,412920,644250,707970,"Category 6,Category 1,Category 4,Category 5",8.2,1,1,0,0,0
1336,981960,1814400,2185710,"Category 4,Category 5",8.2,0,0,1,0,0
1096,665700,859320,1045590,"Category 3,Category 5",8.2,0,1,0,0,0
3115,694800,659970,1160220,"Category 4,Category 2,Category 1,Category 5,Category 8",8.2,0,1,0,0,0
3165,691350,878340,1317000,"Category 9,Category 2,Category 5",8.2,0,1,0,0,0
416,2857230,4807410,6111750,"Category 8,Category 5,Category 2",8.19,0,0,1,1,0
3006,2305800,3850320,7625700,"Category 4,Category 7,Category 2,Category 5,Category 6",8.19,0,0,1,1,0
588,7187100,13702650,25598700,"Category 6,Category 4,Category 2",8.19,0,0,1,1,1
2551,643050,1181760,1814100,"Category 1,Category 7,Category 6",8.19,0,0,0,0,0
1588,441840,705390,1144080,"Category 1,Category 5",8.19,0,1,0,0,0
2241,178770,220710,433680,"Category 2,Category 5",8.19,1,1,0,0,0
1010,2070000,2099250,3846780,"Category 8,Category 3,Category 4,Category 5",8.19,0,0,1,0,0
91,9280170,10859340,21301620,"Category 5,Category 2",8.19,0,0,1,1,1
924,3209670,4807110,4195200,"Category 8,Category 2,Category 5",8.19,0,0,1,0,0
397,3640470,6037410,10920990,Category 2,8.19,0,0,1,1,1
1195,5437470,4831830,9274170,"Category 8,Category 4,Category 2,Category 5",8.18,0,0,1,1,1
732,3109710,4956450,8657580,"Category 8,Category 7,Category 2",8.18,0,0,1,1,0
1134,3487830,4334490,8350110,"Category 4,Category 2,Category 5",8.18,0,0,1,1,0
1910,3919380,7709400,10615620,"Category 2,Category 5",8.18,0,0,1,1,1
3088,836790,863700,1001160,"Category 2,Category 5",8.18,0,1,0,0,0
2196,1143540,1814760,3213780,"Category 3,Category 2,Category 5",8.18,0,0,1,0,0
