id,insta_follower,tiktok,youtube,price_normalized
INF246,112255,595355,454135,0.618169899
INF247,112011,186062,865565,0.151388816
INF248,50654,349160,383720,0.753391588
INF249,400295,119125,461046,0.532459204
INF250,580430,623744,581653,0.041636989
INF251,25553,175689,970875,0.832542786
INF252,149092,559892,718470,0.800563018
INF253,637060,70568,841090,0.330011456
INF254,296512,272269,806309,0.993775537
INF255,87318,453115,217502,0.362153387
INF256,983832,324275,673169,0.544515427
INF257,348619,998411,240757,0.132285929
INF258,589590,282463,29350,0.859666965
INF259,425769,509084,699974,0.870118646
INF260,686913,672301,149099,0.359512716
INF261,254901,331084,802865,0.649650082
INF262,430333,209885,421629,0.428443438
INF263,931630,508242,809738,0.896729647
INF264,930047,766100,4781,0.916893848
INF265,708298,965309,114188,0.256481273
INF266,109734,172092,929756,0.768900077
INF267,649670,537243,820214,0.086919958
INF268,219220,750472,666307,0.047280754
INF269,240740,675332,29475,0.962771745
INF270,358904,839870,395842,0.244566013
INF271,793568,322326,575205,0.541834075
INF272,434000,753172,701665,0.358104919
INF273,961894,318694,204472,0.309913922
INF274,985877,307595,529757,0.468557376
INF275,449038,432560,536044,0.689806106
INF276,403342,102616,351733,0.079139334
INF277,556063,858583,156634,0.900901009
INF278,686374,462491,475576,0.976075154
INF279,409838,710259,434005,0.680441111
INF280,569782,263640,468425,0.976886664
INF281,426443,775719,244935,0.432405566
INF282,285614,683539,151827,0.401199151
INF283,478763,619474,933781,0.728343399
INF284,955076,13990,189423,0.078088705
INF285,554375,961694,147010,0.03467461
INF286,347479,626940,234079,0.984669215
INF287,513429,493020,253257,0.537137714
INF288,62661,759430,127006,0.373285681
INF289,10545,562758,384864,0.444906352
INF290,685780,124268,196589,0.310632892
INF291,884425,216109,360331,0.919780088
INF292,415783,69646,909650,0.63326886
INF293,486398,174289,281471,0.040750724
INF294,45808,319846,444970,0.272878723
INF295,613311,678520,563195,0.997757936
INF296,122643,874613,385410,0.964433232
INF297,379478,743528,235791,0.042801867
INF298,925047,409359,294204,0.40486295
INF299,313998,489059,462285,0.909629259
INF300,773693,103577,819555,0.753451594
INF301,738063,109618,611113,0.258427646
INF302,357601,504381,175858,0.872876381
INF303,301168,756193,976012,0.788453311
INF304,870929,844612,155422,0.207355095
INF305,236130,471618,613075,0.584007694
INF306,65879,489213,250960,0.627987763
INF307,617730,532804,12401,0.878016022
INF308,941058,619391,289255,0.782019583
INF309,641567,422833,441331,0.108628159
INF310,480950,961327,312755,0.439938213
INF311,505661,337378,446985,0.04935564
INF312,381423,677882,220501,0.410221201
INF313,666507,935712,724539,0.069507715
INF314,754227,714705,674467,0.794951288
INF315,837173,522301,711494,0.651944886
INF316,193796,752655,883052,0.589838354
INF317,940763,649471,688213,0.097906015
INF318,871325,516510,571143,0.929461633
INF319,371743,698491,782385,0.587988267
INF320,636437,228708,367965,0.073441684
INF321,831565,166768,738930,0.163992616
INF322,898340,401750,417836,0.593054455
INF323,189408,248249,598736,0.733643986
INF324,61284,66060,322370,0.112427667
INF325,297140,517900,240508,0.380130421
INF326,305290,35995,206611,0.486447094
INF327,631546,37008,107682,0.347582171
INF328,44705,614759,260612,0.952015111
INF329,416161,965423,991965,0.354254697
INF330,289113,188715,184236,0.704133286
INF331,121478,813545,752413,0.905142103
INF332,374899,757534,652101,0.547838507
INF333,375675,202490,617443,0.098505209
INF334,75317,847417,934940,0.92634916
INF335,678350,403280,110583,0.875453094
INF336,226889,696045,627925,0.280535669
INF337,590864,672873,292732,0.592995281
INF338,129337,973527,966225,0.551309787
INF339,739022,686448,416108,0.319234963
INF340,372992,138439,418950,0.781641751
INF341,434801,241281,593648,0.980578628
INF342,379569,458847,860514,0.436203635
INF343,708153,696178,326389,0.826595882
INF344,242670,508913,609983,0.852265056
INF345,471401,481516,26213,0.025700928
INF346,580249,430396,187232,0.424221705
INF347,110151,462976,754374,0.236996729
INF348,72917,340028,683459,0.855434997
INF349,441775,94907,559467,0.908900056
INF350,115564,643598,332988,0.374936735
INF351,622357,159608,790216,0.787652507
INF352,486613,889718,284252,0.893675709
INF353,253513,518609,80687,0.648244914
INF354,686771,307032,613608,0.98663764
INF355,214582,64038,838867,0.821993477
INF356,357741,703248,156331,0.545273726
INF357,111699,548555,777900,0.439980106
INF358,579598,380323,65051,0.301762585
INF359,582082,213897,765567,0.95640969
INF360,880905,723818,722355,0.925871496
INF361,537963,969206,765789,0.99286976
INF362,311842,104255,542598,0.42036368
INF363,649012,229819,591001,0.651354278
INF364,474306,308081,814699,0.366433022
INF365,441473,467702,856460,0.494210026
INF366,874822,170850,977219,0.611575467
INF367,385633,673060,431801,0.461982732
INF368,154133,476532,148998,0.054291931
INF369,557488,869647,235978,0.190207683
INF370,971216,796870,752658,0.709347682
INF371,292794,502942,756097,0.853856591
INF372,852261,499532,782984,0.570905948
INF373,614932,579423,33206,0.689396886
INF374,967857,683089,544516,0.406242897
INF375,69620,591978,709985,0.360841539
INF376,256235,991696,960173,0.378106497
INF377,258443,395865,91197,0.004994668
INF378,717118,671718,207493,0.817887656
INF379,494897,84916,193073,0.035182012
INF380,478706,504411,315975,0.954045321
INF381,336433,308006,117213,0.04057076
INF382,694851,827438,588967,0.480705754
INF383,399266,292500,639666,0.593835107
INF384,288760,736464,774775,0.46070512
INF385,482908,767770,203471,0.693134773
INF386,380165,467793,562205,0.766850396
INF387,604177,231388,972679,0.400498812
INF388,224108,398064,158786,0.536754403
INF389,967179,834673,224744,0.998720168
INF390,198854,624075,874755,0.552791939
INF391,170399,370469,932066,0.439371049
INF392,434578,895992,702797,0.052691042
INF393,726027,123973,919226,0.777770656
INF394,879928,392292,924950,0.861806507
INF395,817982,128708,154279,0.734527177
INF396,856104,33168,691308,0.439633566
INF397,83512,908137,589396,0.051111835
INF398,557411,523508,919964,0.115649546
INF399,442665,706711,662229,0.247905818
INF400,764197,82639,518218,0.508782419
INF401,168333,902138,160075,0.092016791
INF402,447521,719520,432481,0.576988387
INF403,681085,355336,148234,0.149243716
INF404,662841,719761,553818,0.51548839
INF405,221471,69791,105489,0.355851392
INF406,620257,47792,815787,0.54170589
INF407,176451,761985,207615,0.492902519
INF408,960797,513351,473735,0.590028782
INF409,959853,685192,85867,0.686011535
INF410,852635,996513,550992,0.848976997
INF411,739994,392594,99854,0.759381476
INF412,844513,758612,671375,0.556606154
INF413,32858,302280,400945,0.133340824
INF414,270014,860795,61082,0.317058813
INF415,863064,692915,881683,0.423412042
INF416,283156,945821,859485,0.592748887
INF417,33704,474690,384726,0.445944244
INF418,104361,100296,258621,0.784023995
INF419,166614,802284,699968,0.695881405
INF420,188697,83113,919652,0.143206345
INF421,71097,347213,600941,0.787289352
INF422,647775,700905,641189,0.535206189
INF423,138650,86926,923947,0.853434092
INF424,322581,717124,616885,0.995595755
INF425,796024,857590,323879,0.522713771
INF426,140255,636642,423030,0.032915424
INF427,346317,21689,296119,0.11745189
INF428,634170,629798,827825,0.449472045
INF429,894136,94808,60600,0.977933596
INF430,102453,714571,908860,0.029020261
INF431,437405,327189,705058,0.87321422
INF432,410999,633417,551749,0.06615565
INF433,591918,605686,72022,0.917874508
INF434,498966,503238,72437,0.337283011
INF435,770402,875471,267391,0.130392424
INF436,756806,262641,27185,0.573567862
INF437,304660,825210,697972,0.120123589
INF438,807823,174069,938245,0.769872606
INF439,224549,911597,374393,0.517633142
INF440,686345,652378,7796,0.118486717
INF441,732256,544007,20990,0.824526398
INF442,16875,505142,375505,0.001269599
INF443,713984,320975,26900,0.776837593
INF444,276240,237289,379103,0.208051061
INF445,780900,278247,807584,0.028930759
INF446,404091,619874,431774,0.412816394
INF447,338625,218780,318686,0.676844627
INF448,182386,525004,14724,0.363004131
INF449,459046,833392,71502,0.57080486
INF450,950111,387430,522454,0.29245477
INF451,509317,932471,112944,0.50157791
INF452,86897,624349,12970,0.717082082
INF453,552264,701424,371824,0.685434037
INF454,41944,881044,388859,0.116732141
INF455,453602,507199,109213,0.784318088
INF456,467131,848427,277950,0.540117383
INF457,220163,977560,100744,0.263627257
INF458,212321,718909,824816,0.025946984
INF459,457564,210830,206848,0.757613291
INF460,494049,191874,629798,0.936840338
INF461,787106,466869,288414,0.345340564
INF462,695917,531993,74294,0.01834269
INF463,760320,250291,828047,0.067442235
INF464,702944,238365,534198,0.77902655
INF465,33198,161900,90554,0.480351803
INF466,475626,421800,712207,0.835548448
INF467,651040,706170,80504,0.660595971
INF468,584541,564210,872064,0.265552249
INF469,852848,853042,93249,0.46309697
INF470,698998,709058,993241,0.989004573
INF471,311779,983731,972889,0.395846138
INF472,130535,514879,114044,0.373083184
INF473,879192,760281,635981,0.606005442
INF474,427104,907275,469500,0.885899094
INF475,246934,525963,769638,0.852318643
INF476,914817,779306,601495,0.859536943
INF477,669764,75942,998863,0.15414783
INF478,727365,423228,944698,0.553181081
INF479,657805,313777,293009,0.012593644
INF480,323944,172044,757579,0.413122725
INF481,384019,167103,818971,0.663736723
INF482,414228,137743,866814,0.029505597
INF483,958533,742146,529790,0.983404303
INF484,991895,487664,339393,0.001676546
INF485,544659,687602,401784,0.16799713
INF486,801113,698455,318344,0.097503961
INF487,735577,752766,261801,0.683407709
INF488,808655,475200,50308,0.470174085
INF489,190189,184911,640964,0.736150083
INF490,201632,25772,63682,0.6625622
INF491,854950,723729,301069,0.475354047
INF492,203922,405052,293156,0.95871694
INF493,75731,932610,117054,0.594729331
INF494,11905,229907,220642,0.749329701
INF495,107571,552720,100462,0.049080587
INF496,808009,970413,943464,0.768953083
INF497,838831,698788,517148,0.325177697
INF498,670602,32533,365808,0.783468961
INF499,665400,478429,788647,0.472109026
INF500,149967,832122,653642,0.893805212
INF501,956867,662451,51168,0.777646125
INF502,973406,369587,153089,0.553696553
INF503,995408,685132,464322,0.216226643
INF504,212032,283785,323822,0.543545743
INF505,70615,393820,544148,0.248145232
INF506,625678,873671,809796,0.00795428
INF507,212999,451839,407049,0.141282691
INF508,591669,299069,117002,0.650670511
INF509,830645,864415,69703,0.154675238
INF510,323395,643673,226518,0.827588895
INF511,803124,611901,260338,0.871533307
INF512,83821,409259,523218,0.516687881
INF513,743411,628892,509917,0.917687608
INF514,41763,657477,604236,0.544707483
INF515,700143,437654,597233,0.735219892
INF516,422401,626496,789643,0.475853778
INF517,448313,14839,196904,0.001207184
INF518,639471,118994,196330,0.82041483
INF519,936395,561470,201267,0.454667114
INF520,279638,980557,258855,0.69404695
INF521,949393,861075,867582,0.103171145
INF522,418124,889270,856559,0.385428104
INF523,928450,497460,374474,0.072038712
INF524,358579,42582,991929,0.995393453
INF525,827997,675465,489492,0.29701694
INF526,695198,265035,800553,0.059603446
INF527,205213,385155,59023,0.174990529
INF528,971853,151886,428577,0.914912792
INF529,915419,159882,164025,0.521278431
INF530,126679,184852,232019,0.213197691
INF531,685301,65610,62090,0.346811597
INF532,322766,69744,553297,0.012372714
INF533,219412,160651,183954,0.189925907
INF534,912629,226832,183606,0.010227958
INF535,110543,257694,732759,0.907246355
INF536,172855,37070,674227,0.850703185
INF537,763401,675647,598957,0.85341177
INF538,818963,596965,360226,0.783080761
INF539,873989,627705,550993,0.433041791
INF540,673195,350887,612414,0.941734888
INF541,932349,108235,945594,0.778861103
INF542,360062,573190,349689,0.927561038
INF543,760463,767029,584159,0.251365404
INF544,523112,961728,723250,0.392690647
INF545,308456,211291,771250,0.037571959
INF546,369154,911601,201589,0.778861116
INF547,173485,678175,610108,0.084591455
INF548,747373,654422,104995,0.948773262
INF549,479183,315784,372584,0.188967512
INF550,736942,957575,990646,0.031468359
INF551,274313,187334,641478,0.291554051
INF552,11475,904143,847666,0.620356614
INF553,369607,139760,734295,0.932368339
INF554,867569,324081,667096,0.399819296
INF555,214851,795513,997665,0.6982178
INF556,388394,662163,334967,0.10770122
INF557,494690,221017,5327,0.161429894
INF558,168778,286099,114229,0.381547007
INF559,822378,922315,654838,0.839817892
INF560,308905,813483,12555,0.791779399
INF561,336771,378375,907158,0.700816492
INF562,667987,297792,197779,0.181458217
INF563,634302,70635,468375,0.546873213
INF564,411600,345261,389569,0.146709498
INF565,413425,778161,548340,0.630660291
INF566,719999,267978,231643,0.081914549
INF567,793579,502774,106294,0.199077602
INF568,909730,806985,495208,0.047462092
INF569,930843,192378,541277,0.511579547
INF570,497236,625458,107295,0.804082544
INF571,471938,232921,892514,0.643925925
INF572,210234,994309,272075,0.595916269
INF573,901930,727000,88967,0.011507573
INF574,993591,524844,188240,0.694555351
INF575,640753,539488,599189,0.731033312
INF576,311609,384760,117063,0.769006515
INF577,426599,940931,695504,0.405310028
INF578,100387,901850,891987,0.893138393
INF579,722167,203414,107926,0.648457241
INF580,907735,246755,986747,0.40461664
INF581,460036,424390,390172,0.169145158
INF582,215462,576318,778298,0.990130279
INF583,401973,549378,324306,0.763933904
INF584,814312,113862,291590,0.784039728
INF585,745216,155835,985212,0.42374757
INF586,987982,937819,841821,0.065219477
INF587,102824,905731,178963,0.471791789
INF588,801294,599783,23672,0.344237809
INF589,726536,761002,687674,0.294293231
INF590,610377,364233,741725,0.415155928
INF591,13467,594025,433349,0.625407141
INF592,818469,490244,572249,0.858799313
INF593,232152,456241,536271,0.349229605
INF594,224661,866545,566602,0.72364622
INF595,263012,574170,221375,0.495416867
INF596,966335,349766,860131,0.763405734
INF597,417468,871059,502695,0.15643165
INF598,105380,190879,825622,0.904459882
INF599,830635,66509,571251,0.83550728
INF600,586435,908267,433668,0.169783396
INF601,981167,279604,875642,0.65227067
INF602,287606,945892,368845,0.357523487
INF603,46666,887553,969167,0.560447115
INF604,296545,888475,564119,0.511530279
INF605,902312,583833,362584,0.45765986
INF606,513595,199688,974563,0.917817961
INF607,50669,131620,907831,0.745136097
INF608,864401,920373,384178,0.695871937
INF609,50240,390165,771346,0.494866879
INF610,512160,313756,551696,0.348184056
INF611,509881,682299,700441,0.138791051
INF612,339101,791145,510687,0.097314321
INF613,856325,866673,526590,0.259860025
INF614,824271,771725,862508,0.829679911
INF615,855333,641435,370321,0.154993687
INF616,905895,242598,732852,0.722325653
INF617,896161,615207,175599,0.887181827
INF618,631036,178306,59297,0.536923139
INF619,806986,63258,236232,0.346175284
INF620,693734,168572,810710,0.398593655
INF621,504317,738309,55031,0.707819624
INF622,253997,480388,284215,0.050889758
INF623,585352,525286,947275,0.700215435
INF624,693817,186530,567186,0.898068225
INF625,927539,352369,793847,0.345269948
INF626,350500,241994,51984,0.057930877
INF627,169412,131821,115363,0.707183175
INF628,853266,160362,56756,0.489913623
INF629,364103,336234,801152,0.520969714
INF630,106957,447719,157070,0.511306961
INF631,182995,942132,295365,0.035851088
INF632,455149,483373,742554,0.53765891
INF633,965027,704268,15493,0.647493789
INF634,71915,315244,343704,0.190328975
INF635,534353,731808,189327,0.832463524
INF636,708275,623466,327680,0.404248743
INF637,562922,150892,237908,0.976395328
INF638,713107,290678,153193,0.382234748
INF639,700321,772350,945603,0.108342542
INF640,771467,654760,989593,0.109360988
INF641,974495,369700,91075,0.537291463
INF642,148040,400690,782048,0.233217251
INF643,645224,854665,178212,0.418266283
INF644,155501,315169,710574,0.895271849
INF645,77066,632461,108967,0.355773923
INF646,918190,974826,186744,0.16756179
INF647,727616,170967,910478,0.048156215
INF648,861419,393937,418648,0.100712849
INF649,471936,577700,905644,0.469950249
INF650,296473,745869,976291,0.657636911
INF651,582964,618479,973690,0.228460987
INF652,490669,134649,695740,0.516578566
INF653,474010,648988,374171,0.078898352
INF654,876460,261749,282293,0.542523626
INF655,877552,265337,462547,0.4687267
INF656,828289,641988,989421,0.703007634
INF657,335872,735693,723128,0.751043033
INF658,45630,623253,991822,0.03935663
INF659,80170,996328,748081,0.969194381
INF660,555336,276257,189304,0.584273791
INF661,61272,495646,956743,0.996440601
INF662,182013,549668,571158,0.568989726
INF663,793558,277287,343982,0.206867448
INF664,966798,320701,814958,0.006087961
INF665,24013,576043,641449,0.664183332
INF666,341652,821510,898360,0.526387415
INF667,115095,706479,97511,0.216343404
INF668,776430,324651,69121,0.839326114
INF669,451317,463870,184485,0.564612508
INF670,555615,351579,423599,0.166182965
INF671,295938,570749,779587,0.789805208
INF672,436281,864766,274132,0.644861801
INF673,375944,930227,779131,0.435755698
INF674,717625,140889,296350,0.845132989
INF675,599511,881949,816177,0.805920049
INF676,598098,614941,486604,0.876096651
INF677,988724,172154,978266,0.874379587
INF678,640914,664350,953761,0.965737215
INF679,592249,454883,954808,0.163994089
INF680,844380,68890,331743,0.088945607
INF681,520602,488932,367201,0.134277242
INF682,619508,338617,190922,0.099081364
INF683,171467,497954,79728,0.347583779
INF684,950529,441968,342135,0.653448296
INF685,558912,125253,234010,0.757884465
INF686,592931,959141,443248,0.929999822
INF687,731434,737724,861257,0.470865694
INF688,614388,838527,602384,0.016841463
INF689,564314,99316,225124,0.852046898
INF690,784162,355193,867810,0.863944529
INF691,368954,644750,988801,0.77141842
INF692,741362,903863,614681,0.654842043
INF693,650678,245571,837518,0.444735986
INF694,526723,608550,366230,0.362484702
INF695,666265,358351,689247,0.904671661
INF696,122402,921808,959217,0.466053941
INF697,72155,503714,372542,0.766738398
INF698,813864,741484,630609,0.333151823
INF699,773481,126384,912691,0.068129324
INF700,508353,494030,531256,0.513826115
INF701,805816,329502,344324,0.490820207
INF702,51099,898876,107964,0.189382807
INF703,625573,578602,167867,0.93757459
INF704,987403,665358,777795,0.700553189
INF705,532392,589046,717591,0.930593498
INF706,296703,611496,507792,0.517603787
INF707,845596,970883,994212,0.632817192
INF708,724916,688699,710888,0.171324483
INF709,746082,658475,245911,0.952289824
INF710,385292,36877,549629,0.641035775
INF711,690804,584352,502115,0.447143772
INF712,78412,349615,114068,0.986990521
INF713,322783,477199,63552,0.884871478
INF714,115243,570728,366833,0.753592378
INF715,519354,854371,745729,0.872484814
INF716,427186,182165,774707,0.881131122
INF717,808768,247484,312493,0.027387832
INF718,845460,701436,89354,0.712279317
INF719,736403,467365,849594,0.531412054
INF720,963882,740292,392728,0.7210726
INF721,826499,91643,876613,0.447211158
INF722,834850,418986,9860,0.022793955
INF723,835752,486661,679394,0.987433044
INF724,88252,494894,78816,0.630015808
INF725,539158,422863,519682,0.63876204
INF726,660932,139495,782344,0.030562474
INF727,146553,915745,452293,0.046649915
INF728,41429,821632,439007,0.595500769
INF729,762425,20554,614487,0.269561966
INF730,292062,595549,150226,0.838241396
INF731,168149,470813,307607,0.086702044
INF732,962194,112589,515572,0.788848201
INF733,517123,754065,447273,0.678926559
INF734,397064,782685,699975,0.010748965
